contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CHX_dose_50ug_mL-1	psi_CHX_dose_50ug_mL-2	psi_CHX_dose_50ug_mL-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CHX_dose_50ug_mL-1	n_CHX_dose_50ug_mL-2	n_CHX_dose_50ug_mL-3
chx_high		chr20:ADRM1:t:62303567|20:62303045-62303567:+	ADRM1	chr20:ADRM1:t:62303567	t	62303567	20:62303045-62303567:+	20	62303045	62303567	+	131.3	0.092		0.121	0.028	-0.018		welch	0.5574504017435096	0.7714479493322502	0	0	0.076	0.109	0.087	0.167	0.0	0.271	118	202	253	60	96	59
chx_high		chr1:AURKAIP1:t:1374790|1:1374790-1374996:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1374996:-	1	1374790	1374996	-	116.8	0.225		0.253	0.027	0.035		welch	0.5472895304369931	0.7683103023442404	0	0	0.11	0.171	0.344	0.254	0.295	0.229	136	170	209	59	44	83
chx_high		chr1:KRTCAP2:t:155172892|1:155172892-155173316:-	KRTCAP2	chr1:KRTCAP2:t:155172892	t	155172892	1:155172892-155173316:-	1	155172892	155173316	-	125.0	0.012		0.038	0.026			welch	0.501900722184806	0.7315041136267753	0	0	0.0	0.037	0.0	0.2	0.0	0.0	145	190	256	30	41	88
chx_high		chr5:MACROH2A1:s:135360496|5:135353045-135360496:-	MACROH2A1	chr5:MACROH2A1:s:135360496	s	135360496	5:135353045-135360496:-	5	135353045	135360496	-	125.2	0.844		0.869	0.025	0.066		welch	0.5346838834077696	0.7560663145523909	0	0	0.698	0.897	0.861	0.824	0.932	0.845	106	223	216	74	74	58
chx_high		chr19:RANBP3:t:5928087|19:5928087-5931418:-	RANBP3	chr19:RANBP3:t:5928087	t	5928087	19:5928087-5931418:-	19	5928087	5931418	-	145.3	0.487		0.512	0.025	0.057		welch	0.7254191071359185	0.8825932470153676	0	0	0.462	0.378	0.602	0.442	0.547	0.537	93	196	206	113	117	147
chx_high		chr19:HNRNPUL1:t:41268222|19:41264692-41268222:+	HNRNPUL1	chr19:HNRNPUL1:t:41268222	t	41268222	19:41264692-41268222:+	19	41264692	41268222	+	107.8	0.185		0.209	0.024	-0.04		welch	0.6486803993724389	0.8441034486030227	0	0	0.216	0.243	0.077	0.3	0.107	0.242	125	202	143	30	56	91
chx_high		chr10:TIMM23:s:45972730|10:45972730-45982522:+	TIMM23	chr10:TIMM23:s:45972730	s	45972730	10:45972730-45982522:+	10	45972730	45982522	+	136.2	0.016		0.04	0.023			welch	0.4992895391544618	0.7315041136267753	0	0	0.0	0.017	0.027	0.242	0.0	0.0	158	232	225	33	79	90
chx_high		chr11:PTPMT1:s:47565986|11:47565986-47569699:+	PTPMT1	chr11:PTPMT1:s:47565986	s	47565986	11:47565986-47569699:+	11	47565986	47569699	+	136.8	0.237		0.26	0.023	0.037		welch	0.6201496627005021	0.8193832647445553	0	0	0.224	0.198	0.276	0.148	0.455	0.254	161	167	228	88	55	122
chx_high		chr5:CSNK1A1:t:149496860|5:149496860-149505482:-	CSNK1A1	chr5:CSNK1A1:t:149496860	t	149496860	5:149496860-149505482:-	5	149496860	149505482	-	132.0	0.415		0.435	0.021	-0.026		welch	0.9104145037161707	0.9459017231321426	0	0	0.395	0.39	0.483	0.541	0.212	0.476	157	205	120	74	66	170
chx_high		chr6:PAK1IP1:s:10695069|6:10695069-10697320:+	PAK1IP1	chr6:PAK1IP1:s:10695069	s	10695069	6:10695069-10697320:+	6	10695069	10697320	+	102.5	0.155		0.174	0.019	-0.029		welch	0.5168875538438275	0.7453390899871487	0	0	0.081	0.2	0.138	0.319	0.155	0.105	74	155	87	69	116	114
chx_high		chr12:PSMD9:t:121903005|12:121888994-121903005:+	PSMD9	chr12:PSMD9:t:121903005	t	121903005	12:121888994-121903005:+	12	121888994	121903005	+	117.5	0.08		0.098	0.019	0.033		welch	0.8722145202946967	0.9363479409046009	0	0	0.082	0.106	0.049	0.021	0.242	0.015	147	161	143	96	91	67
chx_high		chr12:RNF10:s:120563070|12:120563070-120563346:+	RNF10	chr12:RNF10:s:120563070	s	120563070	12:120563070-120563346:+	12	120563070	120563346	+	115.3	0.839		0.857	0.019	0.04		welch	0.8817793354944384	0.9395287156893818	0	0	0.82	0.844	0.849	1.0	0.769	0.782	167	173	205	53	39	55
chx_high		chr19:SMARCA4:s:11041560|19:11041560-11058257:+	SMARCA4	chr19:SMARCA4:s:11041560	s	11041560	19:11041560-11058257:+	19	11041560	11058257	+	315.0	0.322		0.339	0.017	-0.023		welch	0.7541546667138193	0.8929158515885981	0	0	0.425	0.265	0.272	0.523	0.322	0.222	379	347	390	214	258	302
chx_high		chr2:BOLA3:t:74135658|2:74135658-74145188:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74145188:-	2	74135658	74145188	-	125.0	0.702		0.72	0.017	0.026		welch	0.9314480103336635	0.952670008534316	0	0	0.842	0.647	0.671	0.746	0.769	0.623	139	255	167	71	65	53
chx_high		chr3:CNBP:t:129171538|3:129171538-129171654:-	CNBP	chr3:CNBP:t:129171538	t	129171538	3:129171538-129171654:-	3	129171538	129171654	-	106.7	0.612		0.629	0.017	0.028		welch	0.9318247434166407	0.952670008534316	0	0	0.671	0.545	0.632	0.444	0.804	0.631	143	167	136	45	46	103
chx_high		chr6:HDDC2:t:125292909|6:125292909-125300537:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125300537:-	6	125292909	125300537	-	100.5	0.769		0.786	0.017	0.092		welch	0.9816407522207286	0.9833245270958927	0	0	0.733	0.685	0.923	0.863	0.667	0.818	101	219	143	51	45	44
chx_high		chr19:RAD23A:s:12949159|19:12949159-12949274:+	RAD23A	chr19:RAD23A:s:12949159	s	12949159	19:12949159-12949274:+	19	12949159	12949274	+	164.8	0.601		0.616	0.015	0.003		welch	0.5721803846420365	0.773503112571643	0	0	0.392	0.686	0.595	0.653	0.553	0.646	79	210	237	95	159	209
chx_high		chr14:ACIN1:s:23065965|14:23064485-23065965:-	ACIN1	chr14:ACIN1:s:23065965	s	23065965	14:23064485-23065965:-	14	23064485	23065965	-	195.7	0.193		0.208	0.015	0.007		welch	0.7825385693414506	0.9043134701318808	0	0	0.116	0.298	0.131	0.12	0.247	0.241	181	262	221	150	186	174
chx_high		chr19:PRKCSH:t:11447692|19:11447597-11447692:+	PRKCSH	chr19:PRKCSH:t:11447692	t	11447692	19:11447597-11447692:+	19	11447597	11447692	+	130.0	0.6		0.614	0.014	-0.04		welch	0.7505815024358441	0.8929158515885981	0	0	0.667	0.496	0.635	0.759	0.638	0.496	84	123	200	87	149	137
chx_high		chr8:CYRIB:s:129939607|8:129904585-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129904585-129939607:-	8	129904585	129939607	-	128.8	0.681		0.695	0.014	0.005		welch	0.8646917393234775	0.9334195485488187	0	0	0.692	0.779	0.567	0.624	0.716	0.739	130	190	178	85	102	88
chx_high		chr1:MRPL24:t:156738764|1:156738764-156741011:-	MRPL24	chr1:MRPL24:t:156738764	t	156738764	1:156738764-156741011:-	1	156738764	156741011	-	126.8	0.7		0.714	0.014	0.02		welch	0.8599478494394247	0.9334195485488187	0	0	0.675	0.69	0.73	0.643	0.922	0.593	194	184	222	56	51	54
chx_high		chr20:SNHG17:t:38422241|20:38422241-38425934:-	SNHG17	chr20:SNHG17:t:38422241	t	38422241	20:38422241-38425934:-	20	38422241	38425934	-	123.8	0.629		0.642	0.013	0.045		welch	0.7317774060718573	0.8847991824968212	0	0	0.72	0.733	0.551	0.592	0.571	0.751	25	15	49	184	233	237
chx_high		chr6:HMGA1:t:34242711|6:34240882-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240882-34242711:+	6	34240882	34242711	+	188.0	0.248		0.261	0.013	0.012		welch	0.7914194346671884	0.9043134701318808	0	0	0.299	0.253	0.208	0.219	0.429	0.184	211	292	303	73	91	158
chx_high		chr17:CNTROB:s:7948619|17:7948619-7949081:+	CNTROB	chr17:CNTROB:s:7948619	s	7948619	17:7948619-7949081:+	17	7948619	7949081	+	116.5	0.289		0.302	0.013	0.041		welch	0.9582419537874877	0.9681891020967003	0	0	0.197	0.356	0.295	0.252	0.512	0.106	71	90	88	143	166	141
chx_high		chr17:UBTF:s:44212818|17:44212006-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212006-44212818:-	17	44212006	44212818	-	107.2	0.234		0.246	0.012	-0.004		welch	0.7891464807341444	0.9043134701318808	0	0	0.11	0.316	0.23	0.352	0.217	0.158	136	212	161	54	23	57
chx_high		chr19:VASP:s:45522581|19:45522581-45522717:+	VASP	chr19:VASP:s:45522581	s	45522581	19:45522581-45522717:+	19	45522581	45522717	+	144.0	0.818		0.83	0.012	-0.017		welch	0.9135223716791772	0.9459017231321426	0	0	0.717	0.865	0.824	0.814	0.655	0.905	127	251	210	70	58	148
chx_high		chr1:S100A13:t:153626533|1:153626533-153627138:-	S100A13	chr1:S100A13:t:153626533	t	153626533	1:153626533-153627138:-	1	153626533	153627138	-	101.3	0.162		0.171	0.01	0.05		welch	0.6289851645906215	0.8273138200921688	0	0	0.175	0.222	0.071	0.154	0.382	0.092	154	153	126	65	34	76
chx_high		chr12:PSMD9:s:121888994|12:121888994-121903005:+	PSMD9	chr12:PSMD9:s:121888994	s	121888994	12:121888994-121903005:+	12	121888994	121903005	+	144.5	0.067		0.077	0.01	0.012		welch	0.7081301356260655	0.8743086663966644	0	0	0.121	0.072	0.034	0.022	0.344	0.006	99	237	205	92	64	170
chx_high		chrX:MECP2:t:154032557|X:154032557-154097603:-	MECP2	chrX:MECP2:t:154032557	t	154032557	X:154032557-154097603:-	X	154032557	154097603	-	146.7	0.472		0.482	0.01	-0.019		welch	0.9291166830609419	0.952670008534316	0	0	0.617	0.328	0.52	0.35	0.592	0.492	115	183	200	100	103	179
chx_high		chr5:GRK6:t:177441734|5:177441053-177441736:+	GRK6	chr5:GRK6:t:177441734	t	177441734	5:177441053-177441736:+	5	177441053	177441736	+	106.2	0.632		0.641	0.009	0.04		welch	0.8025635516162646	0.9048206836754804	0	0	0.701	0.558	0.642	0.569	0.6	0.8	87	104	151	130	85	80
chx_high		chr12:TROAP:s:49324037|12:49324037-49324154:+	TROAP	chr12:TROAP:s:49324037	s	49324037	12:49324037-49324154:+	12	49324037	49324154	+	105.8	0.119		0.128	0.009	0.003		welch	0.8911908865203785	0.9428541263186612	0	0	0.209	0.124	0.031	0.0	0.231	0.172	110	217	128	64	52	64
chx_high		chrX:IRAK1:s:154014041|X:154013343-154014041:-	IRAK1	chrX:IRAK1:s:154014041	s	154014041	X:154013343-154014041:-	X	154013343	154014041	-	116.3	0.064		0.072	0.008	-0.025		welch	0.8303861739149091	0.9237057629834418	0	0	0.081	0.046	0.069	0.0	0.0	0.259	111	175	217	82	59	54
chx_high		chr16:RPS15A:t:18789118|16:18789118-18790309:-	RPS15A	chr16:RPS15A:t:18789118	t	18789118	16:18789118-18790309:-	16	18789118	18790309	-	142.7	0.684		0.691	0.007	-0.095		welch	0.828797592056298	0.9236980796963321	0	0	0.774	0.688	0.628	0.644	0.602	0.793	133	269	234	45	83	92
chx_high		chr1:NASP:s:45606591|1:45606591-45607320:+	NASP	chr1:NASP:s:45606591	s	45606591	1:45606591-45607320:+	1	45606591	45607320	+	132.7	0.384		0.392	0.007	0.057		welch	0.8982117139454562	0.9451452989984621	0	0	0.346	0.463	0.324	0.484	0.229	0.383	133	147	105	161	83	167
chx_high		chr17:AURKB:t:8207840|17:8207840-8210529:-	AURKB	chr17:AURKB:t:8207840	t	8207840	17:8207840-8210529:-	17	8207840	8210529	-	108.8	0.237		0.243	0.006	0.022		welch	0.7959197322736073	0.9043134701318808	0	0	0.313	0.17	0.245	0.19	0.038	0.402	115	153	208	42	53	82
chx_high		chr1:NENF:s:212433120|1:212433120-212442564:+	NENF	chr1:NENF:s:212433120	s	212433120	1:212433120-212442564:+	1	212433120	212442564	+	114.5	0.824		0.829	0.005	-0.046		welch	0.6930071378244511	0.8703573515902796	0	0	0.708	0.847	0.862	0.722	1.0	0.818	113	177	239	54	38	66
chx_high		chrX:BCAP31:t:153723288|X:153723288-153724333:-	BCAP31	chrX:BCAP31:t:153723288	t	153723288	X:153723288-153724333:-	X	153723288	153724333	-	124.5	0.638		0.642	0.004	-0.016		welch	0.8434630474047524	0.9260369080037748	0	0	0.6	0.644	0.657	0.763	0.81	0.413	160	177	251	38	58	63
chx_high		chr5:GRK6:s:177441053|5:177441053-177441734:+	GRK6	chr5:GRK6:s:177441053	s	177441053	5:177441053-177441734:+	5	177441053	177441734	+	108.3	0.355		0.359	0.004	-0.04		welch	0.913258719015216	0.9459017231321426	0	0	0.271	0.442	0.348	0.431	0.4	0.2	96	104	155	130	85	80
chx_high		chr16:SH2B1:t:28873169|16:28872758-28873169:+	SH2B1	chr16:SH2B1:t:28873169	t	28873169	16:28872758-28873169:+	16	28872758	28873169	+	149.5	0.242		0.245	0.003	0.019		welch	0.862489211100208	0.9334195485488187	0	0	0.311	0.264	0.165	0.09	0.348	0.253	167	129	188	100	135	178
chx_high		chrX:IRAK1:s:154014041|X:154013433-154014041:-	IRAK1	chrX:IRAK1:s:154014041	s	154014041	X:154013433-154014041:-	X	154013433	154014041	-	116.3	0.901		0.903	0.002	0.025		welch	0.8683701843490211	0.9356608628410118	0	0	0.919	0.92	0.876	1.0	1.0	0.648	111	175	217	82	59	54
chx_high		chr19:HNRNPM:s:8474244|19:8474244-8483157:+	HNRNPM	chr19:HNRNPM:s:8474244	s	8474244	19:8474244-8483157:+	19	8474244	8483157	+	149.5	0.885		0.886	0.002	-0.001		welch	0.8761040719180672	0.9364310838500504	0	0	0.929	0.849	0.89	0.75	0.977	0.905	154	225	210	96	128	84
chx_high		chr1:SRSF11:s:70250503|1:70250503-70250610:+	SRSF11	chr1:SRSF11:s:70250503	s	70250503	1:70250503-70250610:+	1	70250503	70250610	+	159.0	0.312		0.313	0.001	0.006		welch	0.7768468411667037	0.9038918450156207	0	0	0.359	0.335	0.226	0.254	0.483	0.262	145	206	133	209	116	145
chx_high		chr21:ATP5PF:t:25729801|21:25729801-25734852:-	ATP5PF	chr21:ATP5PF:t:25729801	t	25729801	21:25729801-25734852:-	21	25729801	25734852	-	334.3	0.634		0.635	0.001	-0.059		welch	0.9330945974000492	0.952670008534316	0	0	0.677	0.657	0.591	0.799	0.56	0.589	415	440	653	134	184	180
chx_high		chr1:SRSF11:s:70250503|1:70250503-70250607:+	SRSF11	chr1:SRSF11:s:70250503	s	70250503	1:70250503-70250607:+	1	70250503	70250607	+	159.0	0.688		0.687	-0.001	-0.006		welch	0.7768468411667037	0.9038918450156207	0	0	0.641	0.665	0.774	0.746	0.517	0.738	145	206	133	209	116	145
chx_high		chr17:ANAPC11:t:81893551|17:81891841-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891841-81893551:+	17	81891841	81893551	+	102.7	0.443		0.443	-0.001	0.154		welch	0.8577758569954718	0.9334195485488187	0	0	0.398	0.497	0.417	0.488	0.29	0.492	98	181	206	41	31	59
chx_high		chr11:NDUFS8:t:68032151|11:68030877-68032151:+	NDUFS8	chr11:NDUFS8:t:68032151	t	68032151	11:68030877-68032151:+	11	68030877	68032151	+	128.2	0.053		0.05	-0.002			welch	0.7744707264267151	0.9038918450156207	0	0	0.0	0.031	0.097	0.0	0.196	0.0	131	192	247	79	51	69
chx_high		chr19:HNRNPM:s:8474244|19:8474244-8485602:+	HNRNPM	chr19:HNRNPM:s:8474244	s	8474244	19:8474244-8485602:+	19	8474244	8485602	+	149.5	0.115		0.114	-0.002	0.001		welch	0.8761040719180683	0.9364310838500504	0	0	0.071	0.151	0.11	0.25	0.023	0.095	154	225	210	96	128	84
chx_high		chr16:SH2B1:t:28873169|16:28872705-28873169:+	SH2B1	chr16:SH2B1:t:28873169	t	28873169	16:28872705-28873169:+	16	28872705	28873169	+	149.5	0.758		0.755	-0.003	-0.019		welch	0.8624892111002062	0.9334195485488187	0	0	0.689	0.736	0.835	0.91	0.652	0.747	167	129	188	100	135	178
chx_high		chr1:MRPL24:t:156738764|1:156738764-156741052:-	MRPL24	chr1:MRPL24:t:156738764	t	156738764	1:156738764-156741052:-	1	156738764	156741052	-	126.8	0.265		0.261	-0.004	-0.02		welch	0.9244209652504877	0.9521372904872749	0	0	0.294	0.272	0.234	0.357	0.059	0.352	194	184	222	56	51	54
chx_high		chr1:NENF:s:212433120|1:212433120-212444338:+	NENF	chr1:NENF:s:212433120	s	212433120	1:212433120-212444338:+	1	212433120	212444338	+	114.5	0.176		0.171	-0.005	0.046		welch	0.6930071378244521	0.8703573515902796	0	0	0.292	0.153	0.138	0.278	0.0	0.182	113	177	239	54	38	66
chx_high		chr17:AURKB:t:8207840|17:8207840-8210176:-	AURKB	chr17:AURKB:t:8207840	t	8207840	17:8207840-8210176:-	17	8207840	8210176	-	108.8	0.763		0.757	-0.006	-0.022		welch	0.7959197322736075	0.9043134701318808	0	0	0.687	0.83	0.755	0.81	0.962	0.598	115	153	208	42	53	82
chx_high		chr1:NASP:s:45606591|1:45606591-45613168:+	NASP	chr1:NASP:s:45606591	s	45606591	1:45606591-45613168:+	1	45606591	45613168	+	132.7	0.616		0.608	-0.007	-0.057		welch	0.8982117139454563	0.9451452989984621	0	0	0.654	0.537	0.676	0.516	0.771	0.617	133	147	105	161	83	167
chx_high		chr19:PRMT1:t:49680486|19:49677316-49680486:+	PRMT1	chr19:PRMT1:t:49680486	t	49680486	19:49677316-49680486:+	19	49677316	49680486	+	145.2	0.775		0.768	-0.007	0.023		welch	0.9608719188242654	0.9691696037882055	0	0	0.876	0.82	0.655	0.831	0.692	0.816	178	211	232	59	104	87
chx_high		chr14:HNRNPC:s:21269297|14:21263336-21269297:-	HNRNPC	chr14:HNRNPC:s:21269297	s	21269297	14:21263336-21269297:-	14	21263336	21269297	-	236.2	0.743		0.735	-0.008	-0.039		welch	0.8862728150696189	0.9410605890921043	0	0	0.692	0.791	0.704	0.68	0.643	0.906	227	546	372	75	112	85
chx_high		chr19:ILF3:s:10682704|19:10682704-10683136:+	ILF3	chr19:ILF3:s:10682704	s	10682704	19:10682704-10683136:+	19	10682704	10683136	+	287.3	0.608		0.6	-0.008	-0.018		welch	0.9407541479326228	0.9563786650242647	0	0	0.634	0.585	0.614	0.768	0.425	0.614	232	412	495	151	167	267
chx_high		chr5:GRK6:t:177441734|5:177441053-177441734:+	GRK6	chr5:GRK6:t:177441734	t	177441734	5:177441053-177441734:+	5	177441053	177441734	+	106.2	0.368		0.359	-0.009	-0.04		welch	0.8025635516162651	0.9048206836754804	0	0	0.299	0.442	0.358	0.431	0.4	0.2	87	104	151	130	85	80
chx_high		chr1:AURKAIP1:t:1374790|1:1374790-1375153:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1375153:-	1	1374790	1375153	-	116.8	0.757		0.747	-0.01	-0.035		welch	0.675153912708196	0.8552925922377147	0	0	0.882	0.788	0.651	0.746	0.705	0.771	136	170	209	59	44	83
chx_high		chr12:PSMD9:s:121888994|12:121888994-121894738:+	PSMD9	chr12:PSMD9:s:121888994	s	121888994	12:121888994-121894738:+	12	121888994	121894738	+	144.5	0.933		0.923	-0.01	-0.012		welch	0.7081301356260655	0.8743086663966644	0	0	0.879	0.928	0.966	0.978	0.656	0.994	99	237	205	92	64	170
chx_high		chr17:UBTF:s:44212818|17:44212454-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212454-44212818:-	17	44212454	44212818	-	107.2	0.766		0.754	-0.012	0.004		welch	0.7891464807341438	0.9043134701318808	0	0	0.89	0.684	0.77	0.648	0.783	0.842	136	212	161	54	23	57
chx_high		chr19:VASP:s:45522581|19:45522581-45522720:+	VASP	chr19:VASP:s:45522581	s	45522581	19:45522581-45522720:+	19	45522581	45522720	+	144.0	0.182		0.17	-0.012	0.017		welch	0.9135223716791777	0.9459017231321426	0	0	0.283	0.135	0.176	0.186	0.345	0.095	127	251	210	70	58	148
chx_high		chr20:SNHG17:t:38422241|20:38422241-38426418:-	SNHG17	chr20:SNHG17:t:38422241	t	38422241	20:38422241-38426418:-	20	38422241	38426418	-	123.8	0.371		0.358	-0.013	-0.045		welch	0.7317774060718562	0.8847991824968212	0	0	0.28	0.267	0.449	0.408	0.429	0.249	25	15	49	184	233	237
chx_high		chr6:HMGA1:t:34242711|6:34240915-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240915-34242711:+	6	34240915	34242711	+	188.0	0.752		0.739	-0.013	-0.012		welch	0.7914194346671886	0.9043134701318808	0	0	0.701	0.747	0.792	0.781	0.571	0.816	211	292	303	73	91	158
chx_high		chr1:GUK1:t:228148664|1:228147699-228148664:+	GUK1	chr1:GUK1:t:228148664	t	228148664	1:228147699-228148664:+	1	228147699	228148664	+	159.8	0.108		0.095	-0.013	-0.012		welch	0.8977846131830701	0.9451452989984621	0	0	0.125	0.129	0.071	0.235	0.034	0.025	168	287	240	85	59	120
chx_high		chr17:CNTROB:s:7948619|17:7948619-7949084:+	CNTROB	chr17:CNTROB:s:7948619	s	7948619	17:7948619-7949084:+	17	7948619	7949084	+	116.5	0.711		0.698	-0.013	-0.041		welch	0.9582419537874871	0.9681891020967003	0	0	0.803	0.644	0.705	0.748	0.488	0.894	71	90	88	143	166	141
chx_high		chr19:PRKCSH:t:11447692|19:11447618-11447692:+	PRKCSH	chr19:PRKCSH:t:11447692	t	11447692	19:11447618-11447692:+	19	11447618	11447692	+	130.0	0.4		0.386	-0.014	0.04		welch	0.7505815024358443	0.8929158515885981	0	0	0.333	0.504	0.365	0.241	0.362	0.504	84	123	200	87	149	137
chx_high		chr9:SIGMAR1:s:34637219|9:34637089-34637219:-	SIGMAR1	chr9:SIGMAR1:s:34637219	s	34637219	9:34637089-34637219:-	9	34637089	34637219	-	219.3	0.947		0.934	-0.014	0.009		welch	0.7769755243113726	0.9038918450156207	0	0	0.93	0.936	0.966	0.774	1.0	0.986	200	361	409	93	105	148
chx_high		chr8:CYRIB:s:129939607|8:129903350-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129903350-129939607:-	8	129903350	129939607	-	128.8	0.319		0.305	-0.014	-0.005		welch	0.8646917393234776	0.9334195485488187	0	0	0.308	0.221	0.433	0.376	0.284	0.261	130	190	178	85	102	88
chx_high		chr2:UBE2E3:t:180982017|2:180980973-180982017:+	UBE2E3	chr2:UBE2E3:t:180982017	t	180982017	2:180980973-180982017:+	2	180980973	180982017	+	134.3	0.841		0.827	-0.014	-0.006		welch	0.912274693950052	0.9459017231321426	0	0	0.931	0.828	0.752	0.77	0.778	0.937	189	268	153	61	72	63
chx_high		chr19:RAD23A:s:12949159|19:12949159-12949277:+	RAD23A	chr19:RAD23A:s:12949159	s	12949159	19:12949159-12949277:+	19	12949159	12949277	+	164.8	0.399		0.384	-0.015	-0.003		welch	0.5721803846420372	0.773503112571643	0	0	0.608	0.314	0.405	0.347	0.447	0.354	79	210	237	95	159	209
chx_high		chr16:PPP4C:s:30076475|16:30076475-30081258:+	PPP4C	chr16:PPP4C:s:30076475	s	30076475	16:30076475-30081258:+	16	30076475	30081258	+	138.3	0.915		0.9	-0.015	0.003		welch	0.7222115724012849	0.8805251738671198	0	0	0.819	0.991	0.894	0.757	0.915	0.945	127	228	265	37	82	91
chx_high		chr14:ACIN1:s:23065965|14:23064488-23065965:-	ACIN1	chr14:ACIN1:s:23065965	s	23065965	14:23064488-23065965:-	14	23064488	23065965	-	195.7	0.807		0.792	-0.015	-0.007		welch	0.7825385693414518	0.9043134701318808	0	0	0.884	0.702	0.869	0.88	0.753	0.759	181	262	221	150	186	174
chx_high		chr6:HDDC2:t:125292909|6:125292909-125298713:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125298713:-	6	125292909	125298713	-	100.5	0.229		0.214	-0.015	-0.092		welch	0.9937157291760972	0.9937157291760973	0	0	0.267	0.311	0.077	0.137	0.333	0.182	101	219	143	51	45	44
chx_high		chr16:RNPS1:t:2264760|16:2264760-2268054:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2268054:-	16	2264760	2268054	-	115.3	0.742		0.726	-0.016	-0.054		welch	0.7633812048148859	0.8988198056691398	0	0	0.756	0.687	0.798	0.529	0.932	0.653	160	201	163	34	59	75
chx_high		chr17:ANAPC11:t:81893551|17:81891833-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891833-81893551:+	17	81891833	81893551	+	102.7	0.291		0.275	-0.016	-0.029		welch	0.8367559451173814	0.9258628150790255	0	0	0.255	0.238	0.354	0.293	0.419	0.186	98	181	206	41	31	59
chx_high		chr16:RPS15A:t:18789118|16:18789118-18789896:-	RPS15A	chr16:RPS15A:t:18789118	t	18789118	16:18789118-18789896:-	16	18789118	18789896	-	142.7	0.285		0.268	-0.016	0.059		welch	0.9690123518732816	0.9756951956793042	0	0	0.18	0.26	0.372	0.244	0.373	0.185	133	269	234	45	83	92
chx_high		chr19:SMARCA4:s:11041560|19:11041560-11058254:+	SMARCA4	chr19:SMARCA4:s:11041560	s	11041560	19:11041560-11058254:+	19	11041560	11058254	+	315.0	0.678		0.661	-0.017	0.023		welch	0.7541546667138185	0.8929158515885981	0	0	0.575	0.735	0.728	0.477	0.678	0.778	379	347	390	214	258	302
chx_high		chr2:BOLA3:t:74135658|2:74135658-74142271:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74142271:-	2	74135658	74142271	-	125.0	0.298		0.28	-0.017	-0.026		welch	0.931448010333663	0.952670008534316	0	0	0.158	0.353	0.329	0.254	0.231	0.377	139	255	167	71	65	53
chx_high		chr19:BABAM1:t:17276494|19:17275825-17276494:+	BABAM1	chr19:BABAM1:t:17276494	t	17276494	19:17275825-17276494:+	19	17275825	17276494	+	114.3	0.924		0.902	-0.022	0.001		welch	0.5506277795686466	0.7689035008221945	0	0	0.963	0.917	0.894	0.9	0.754	0.978	136	133	151	60	69	137
chx_high		chr10:TIMM23:s:45972730|10:45972730-45975453:+	TIMM23	chr10:TIMM23:s:45972730	s	45972730	10:45972730-45975453:+	10	45972730	45975453	+	136.2	0.984		0.96	-0.023			welch	0.4992895391544617	0.7315041136267753	0	0	1.0	0.983	0.973	0.758	1.0	1.0	158	232	225	33	79	90
chx_high		chr11:PTPMT1:s:47565986|11:47565986-47571470:+	PTPMT1	chr11:PTPMT1:s:47565986	s	47565986	11:47565986-47571470:+	11	47565986	47571470	+	136.8	0.763		0.74	-0.023	-0.037		welch	0.6201496627005024	0.8193832647445553	0	0	0.776	0.802	0.724	0.852	0.545	0.746	161	167	228	88	55	122
chx_high		chr3:CNBP:t:129171538|3:129171538-129171633:-	CNBP	chr3:CNBP:t:129171538	t	129171538	3:129171538-129171633:-	3	129171538	129171633	-	106.7	0.312		0.289	-0.023	-0.044		welch	0.6394266949278021	0.8391577299726662	0	0	0.322	0.317	0.294	0.356	0.13	0.33	143	167	136	45	46	103
chx_high		chr11:NDUFS8:t:68032151|11:68030733-68032151:+	NDUFS8	chr11:NDUFS8:t:68032151	t	68032151	11:68030733-68032151:+	11	68030733	68032151	+	128.2	0.872		0.849	-0.023	-0.027		welch	0.6748393230315941	0.8552925922377147	0	0	0.832	0.922	0.854	0.873	0.706	0.928	131	192	247	79	51	69
