contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_high		chr2:BOLA3:t:74135658|2:74135658-74142271:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74142271:-	2	74135658	74142271	-	170.0	0.298		0.285	-0.012	-0.052		welch	0.9670301746255578	0.982841336109294	0	0	0.158	0.353	0.329	0.317	0.203	0.331	139	255	167	180	143	136
cadm1_high		chr21:PRMT2:s:46635763|21:46635763-46636438:+	PRMT2	chr21:PRMT2:s:46635763	s	46635763	21:46635763-46636438:+	21	46635763	46636438	+	104.0	0.477		0.464	-0.013	-0.029		welch	0.7222435290751301	0.9695427997180214	0	0	0.578	0.478	0.416	0.532	0.526	0.315	90	92	149	109	95	89
cadm1_high		chr6:CUTA:t:33417695|6:33417695-33417958:-	CUTA	chr6:CUTA:t:33417695	t	33417695	6:33417695-33417958:-	6	33417695	33417958	-	118.7	0.452		0.438	-0.013	-0.08		welch	0.8670589213138986	0.9695427997180214	0	0	0.515	0.461	0.411	0.477	0.548	0.321	101	152	192	65	93	109
cadm1_high		chr8:RPL7:t:73292797|8:73292797-73293598:-	RPL7	chr8:RPL7:t:73292797	t	73292797	8:73292797-73293598:-	8	73292797	73293598	-	167.3	0.728		0.715	-0.013	0.004		welch	0.872407586683212	0.9695427997180214	0	0	0.819	0.759	0.638	0.54	0.917	0.694	171	141	218	161	156	157
cadm1_high		chr5:TCOF1:s:150369602|5:150369602-150372005:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150372005:+	5	150369602	150372005	+	101.3	0.787		0.773	-0.014	-0.023		welch	0.6481576313120275	0.9695427997180214	0	0	0.882	0.722	0.777	0.849	0.558	0.817	110	144	112	86	52	104
cadm1_high		chr19:PRPF31:s:54115797|19:54115797-54118240:+	PRPF31	chr19:PRPF31:s:54115797	s	54115797	19:54115797-54118240:+	19	54115797	54118240	+	139.2	0.209		0.193	-0.015	-0.004		welch	0.7782159749234947	0.9695427997180214	0	0	0.118	0.145	0.31	0.152	0.392	0.124	85	131	158	211	97	153
cadm1_high		chr16:HMOX2:s:4476487|16:4476487-4483636:+	HMOX2	chr16:HMOX2:s:4476487	s	4476487	16:4476487-4483636:+	16	4476487	4483636	+	106.5	0.109		0.094	-0.015	-0.009		welch	0.9291699533781921	0.982841336109294	0	0	0.25	0.048	0.012	0.096	0.069	0.122	112	124	85	104	116	98
cadm1_high		chr6:HMGA1:t:34242711|6:34240915-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240915-34242711:+	6	34240915	34242711	+	221.5	0.752		0.736	-0.016	-0.031		welch	0.8745628761049464	0.9695427997180214	0	0	0.701	0.747	0.792	0.703	0.58	0.905	211	292	303	246	119	158
cadm1_high		chr19:CNOT3:s:54144332|19:54144332-54145597:+	CNOT3	chr19:CNOT3:s:54144332	s	54144332	19:54144332-54145597:+	19	54144332	54145597	+	103.5	0.662		0.646	-0.017	-0.009		welch	0.8572998765673661	0.9695427997180214	0	0	0.71	0.607	0.681	0.789	0.616	0.546	62	84	91	114	151	119
cadm1_high		chr1:AURKAIP1:t:1374790|1:1374790-1375153:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1375153:-	1	1374790	1375153	-	150.0	0.757		0.74	-0.017	0.022		welch	0.6807651367769707	0.9695427997180214	0	0	0.882	0.788	0.651	0.717	0.848	0.634	136	170	209	152	132	101
cadm1_high		chr19:DMKN:t:35505986|19:35505986-35509910:-	DMKN	chr19:DMKN:t:35505986	t	35505986	19:35505986-35509910:-	19	35505986	35509910	-	331.7	0.187		0.17	-0.017	-0.015		welch	0.8421616387004854	0.9695427997180214	0	0	0.251	0.274	0.062	0.249	0.078	0.205	287	380	406	309	359	249
cadm1_high		chr16:METTL26:s:635280|16:634956-635280:-	METTL26	chr16:METTL26:s:635280	s	635280	16:634956-635280:-	16	634956	635280	-	182.2	0.581		0.563	-0.018	-0.078		welch	0.7688042973048443	0.9695427997180214	0	0	0.625	0.502	0.629	0.542	0.473	0.673	152	245	259	144	146	147
cadm1_high		chr17:UBTF:s:44212818|17:44212454-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212454-44212818:-	17	44212454	44212818	-	184.2	0.766		0.748	-0.018	-0.035		welch	0.5981676120859473	0.9695427997180214	0	0	0.89	0.684	0.77	0.67	0.861	0.662	136	212	161	200	251	145
cadm1_high		chr1:RBM34:t:235155112|1:235155112-235160892:-	RBM34	chr1:RBM34:t:235155112	t	235155112	1:235155112-235160892:-	1	235155112	235160892	-	114.3	0.282		0.265	-0.018	-0.082		welch	0.8026242309179047	0.9695427997180214	0	0	0.32	0.33	0.07	0.278	0.25	0.265	97	115	43	144	136	151
cadm1_high		chr10:RPP38:t:15103304|10:15102336-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15102336-15103304:+	10	15102336	15103304	+	122.8	0.404		0.386	-0.018	0.007		welch	0.8342098180363718	0.9695427997180214	0	0	0.268	0.454	0.484	0.315	0.31	0.517	127	152	124	143	71	120
cadm1_high		chr14:MRPL52:t:22830052|14:22829940-22830052:+	MRPL52	chr14:MRPL52:t:22830052	t	22830052	14:22829940-22830052:+	14	22829940	22830052	+	101.2	0.92		0.902	-0.018			welch	0.7259973190305338	0.9695427997180214	0	0	1.0	0.896	0.887	0.955	0.778	0.968	97	96	159	112	81	62
cadm1_high		chr14:PYGL:t:50935185|14:50935185-50937735:-	PYGL	chr14:PYGL:t:50935185	t	50935185	14:50935185-50937735:-	14	50935185	50937735	-	106.2	0.874		0.856	-0.018	0.041		welch	0.7555996497791058	0.9695427997180214	0	0	0.917	0.822	0.924	1.0	0.813	0.769	72	146	92	100	123	104
cadm1_high		chr2:HTRA2:t:74532819|2:74531925-74532819:+	HTRA2	chr2:HTRA2:t:74532819	t	74532819	2:74531925-74532819:+	2	74531925	74532819	+	167.5	0.273		0.254	-0.019	0.002		welch	0.8655995726980958	0.9695427997180214	0	0	0.359	0.301	0.178	0.233	0.414	0.138	170	146	197	180	145	167
cadm1_high		chr1:CHTOP:s:153638448|1:153638448-153642242:+	CHTOP	chr1:CHTOP:s:153638448	s	153638448	1:153638448-153642242:+	1	153638448	153642242	+	186.7	0.516		0.496	-0.02	0.006		welch	0.7048464108452234	0.9695427997180214	0	0	0.476	0.549	0.52	0.633	0.355	0.447	164	175	277	218	172	114
cadm1_high		chr15:POLG:s:89328684|15:89328535-89328684:-	POLG	chr15:POLG:s:89328684	s	89328684	15:89328535-89328684:-	15	89328535	89328684	-	101.5	0.951		0.931	-0.02	-0.004		welch	0.6826235370378088	0.9695427997180214	0	0	0.986	0.892	1.0	0.979	1.0	0.804	69	102	74	140	112	112
cadm1_high		chr12:ARL6IP4:t:122981570|12:122981266-122981570:+	ARL6IP4	chr12:ARL6IP4:t:122981570	t	122981570	12:122981266-122981570:+	12	122981266	122981570	+	112.3	0.161		0.141	-0.02	-0.056		welch	0.7904330687854301	0.9695427997180214	0	0	0.211	0.126	0.17	0.286	0.026	0.125	95	174	135	98	116	56
cadm1_high		chr17:CNTROB:t:7949384|17:7949157-7949384:+	CNTROB	chr17:CNTROB:t:7949384	t	7949384	17:7949157-7949384:+	17	7949157	7949384	+	109.5	0.923		0.903	-0.02	-0.013		welch	0.7991194723707193	0.9695427997180214	0	0	0.919	0.991	0.835	0.774	0.906	1.0	99	107	79	106	128	138
cadm1_high		chrX:UPF3B:t:119838527|X:119838527-119840645:-	UPF3B	chrX:UPF3B:t:119838527	t	119838527	X:119838527-119840645:-	X	119838527	119840645	-	130.0	0.159		0.138	-0.02	-0.018		welch	0.8185181876753843	0.9695427997180214	0	0	0.222	0.159	0.101	0.09	0.058	0.276	81	126	89	178	154	152
cadm1_high		chr17:AURKB:s:8210529|17:8207840-8210529:-	AURKB	chr17:AURKB:s:8210529	s	8210529	17:8207840-8210529:-	17	8207840	8210529	-	107.5	0.336		0.314	-0.022	-0.026		welch	0.8451483786021684	0.9695427997180214	0	0	0.371	0.333	0.317	0.476	0.288	0.203	97	78	161	105	66	138
cadm1_high		chr20:SMIM26:s:18567596|20:18567596-18569238:+	SMIM26	chr20:SMIM26:s:18567596	s	18567596	20:18567596-18569238:+	20	18567596	18569238	+	122.8	0.733		0.71	-0.022	0.038		welch	0.6751297033665625	0.9695427997180214	0	0	0.784	0.764	0.689	0.821	0.721	0.594	88	110	180	84	179	96
cadm1_high		chr8:EEF1D:t:143586852|8:143586852-143588990:-	EEF1D	chr8:EEF1D:t:143586852	t	143586852	8:143586852-143588990:-	8	143586852	143588990	-	152.2	0.293		0.271	-0.022	-0.023		welch	0.691731631110401	0.9695427997180214	0	0	0.179	0.362	0.319	0.255	0.184	0.332	156	210	119	141	103	184
cadm1_high		chr1:NASP:t:45613168|1:45608337-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45608337-45613168:+	1	45608337	45613168	+	153.2	0.365		0.341	-0.024	-0.077		welch	0.8835349973706523	0.9695427997180214	0	0	0.243	0.288	0.517	0.372	0.387	0.244	115	111	147	199	191	156
cadm1_high		chr11:GATD1:s:771332|11:767373-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:767373-771332:-	11	767373	771332	-	105.2	0.696		0.671	-0.025	0.003		welch	0.8038262048378257	0.9695427997180214	0	0	0.562	0.86	0.59	0.738	0.657	0.526	105	164	122	103	99	38
cadm1_high		chr9:TMEM141:s:136791777|9:136791777-136791946:+	TMEM141	chr9:TMEM141:s:136791777	s	136791777	9:136791777-136791946:+	9	136791777	136791946	+	108.5	0.775		0.75	-0.025	-0.068		welch	0.8842589423354177	0.9695427997180214	0	0	0.582	0.867	0.8	0.839	0.705	0.75	79	128	140	56	112	136
cadm1_high		chr4:MRPS18C:t:83459739|4:83456958-83459739:+	MRPS18C	chr4:MRPS18C:t:83459739	t	83459739	4:83456958-83459739:+	4	83456958	83459739	+	157.8	0.537		0.512	-0.025	0.011		welch	0.9640410926659866	0.982841336109294	0	0	0.45	0.536	0.638	0.717	0.398	0.494	131	220	116	120	186	174
cadm1_high		chr10:CUTC:t:99736245|10:99732409-99736245:+	CUTC	chr10:CUTC:t:99736245	t	99736245	10:99732409-99736245:+	10	99732409	99736245	+	131.8	0.917		0.892	-0.026	0.016		welch	0.7167318791620431	0.9695427997180214	0	0	0.964	0.935	0.862	0.725	0.929	1.0	83	169	123	131	126	159
cadm1_high		chr1:MICOS10-NBL1:s:19597109|1:19597109-19622099:+	MICOS10-NBL1	chr1:MICOS10-NBL1:s:19597109	s	19597109	1:19597109-19622099:+	1	19597109	19622099	+	141.5	0.895		0.867	-0.028	-0.053		welch	0.6619911190580833	0.9695427997180214	0	0	0.882	0.937	0.865	0.969	0.743	0.868	76	189	230	131	109	114
cadm1_high		chr2:CCT4:s:61888380|2:61885072-61888380:-	CCT4	chr2:CCT4:s:61888380	s	61888380	2:61885072-61888380:-	2	61885072	61888380	-	335.5	0.636		0.608	-0.028	-0.021		welch	0.6711060153459913	0.9695427997180214	0	0	0.558	0.673	0.656	0.733	0.527	0.516	283	407	343	405	224	351
cadm1_high		chr2:RAB10:s:26034735|2:26034735-26098661:+	RAB10	chr2:RAB10:s:26034735	s	26034735	2:26034735-26098661:+	2	26034735	26098661	+	103.0	0.958		0.929	-0.029			welch	0.5188806731702014	0.9655019792943904	0	0	0.928	0.955	0.981	0.981	0.971	0.686	69	134	105	155	104	51
cadm1_high		chr17:CEP131:s:81193925|17:81192593-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192593-81193925:-	17	81192593	81193925	-	162.3	0.278		0.249	-0.029	-0.015		welch	0.6403407161003982	0.9695427997180214	0	0	0.356	0.149	0.34	0.183	0.311	0.233	180	181	147	153	193	120
cadm1_high		chr20:NOP56:t:2656400|20:2656214-2656400:+	NOP56	chr20:NOP56:t:2656400	t	2656400	20:2656214-2656400:+	20	2656214	2656400	+	136.7	0.713		0.681	-0.032	-0.081		welch	0.5107284104624432	0.9655019792943904	0	0	0.802	0.612	0.743	0.704	0.727	0.558	126	152	144	169	143	86
cadm1_high		chr1:LINC02609:s:90851482|1:90832196-90851482:-	LINC02609	chr1:LINC02609:s:90851482	s	90851482	1:90832196-90851482:-	1	90832196	90851482	-	101.8	0.906		0.874	-0.032	0.035		welch	0.7696836602434389	0.9695427997180214	0	0	1.0	0.874	0.859	0.807	0.856	1.0	75	95	85	135	132	89
cadm1_high		chr2:EEF1B2:s:206159684|2:206159684-206159958:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159958:+	2	206159684	206159958	+	126.7	0.782		0.75	-0.032	0.011		welch	0.7919911609566256	0.9695427997180214	0	0	0.667	0.891	0.765	0.669	0.812	0.775	108	138	166	118	101	129
cadm1_high		chr16:HIRIP3:t:29993808|16:29993808-29993905:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29993905:-	16	29993808	29993905	-	119.8	0.69		0.657	-0.033	-0.098		welch	0.45307030424112316	0.9655019792943904	0	0	0.683	0.739	0.638	0.742	0.516	0.615	104	153	130	159	64	109
cadm1_high		chr5:TCOF1:t:150391956|5:150390023-150391956:+	TCOF1	chr5:TCOF1:t:150391956	t	150391956	5:150390023-150391956:+	5	150390023	150391956	+	175.3	0.423		0.39	-0.033	-0.063		welch	0.5039079112078179	0.9655019792943904	0	0	0.5	0.502	0.31	0.388	0.456	0.291	146	203	239	183	171	110
cadm1_high		chr22:DDX17:t:38486440|22:38486440-38487878:-	DDX17	chr22:DDX17:t:38486440	t	38486440	22:38486440-38487878:-	22	38486440	38487878	-	143.7	0.616		0.583	-0.033	-0.011		welch	0.7575601225456835	0.9695427997180214	0	0	0.519	0.661	0.632	0.685	0.42	0.616	79	127	114	168	150	224
cadm1_high		chr1:PABPC4:t:39570002|1:39570002-39571233:-	PABPC4	chr1:PABPC4:t:39570002	t	39570002	1:39570002-39571233:-	1	39570002	39571233	-	184.0	0.734		0.701	-0.033	-0.069		welch	0.9646445782209924	0.982841336109294	0	0	0.701	0.577	0.905	0.541	0.816	0.844	127	215	221	242	158	141
cadm1_high		chr5:TCOF1:s:150369602|5:150369602-150374616:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150374616:+	5	150369602	150374616	+	101.3	0.178		0.145	-0.033	-0.031		welch	0.9961824064072065	0.9975788728692284	0	0	0.118	0.188	0.223	0.047	0.365	0.115	110	144	112	86	52	104
cadm1_high		chr11:TRPT1:s:64224284|11:64224210-64224284:-	TRPT1	chr11:TRPT1:s:64224284	s	64224284	11:64224210-64224284:-	11	64224210	64224284	-	183.5	0.61		0.577	-0.034	-0.083		welch	0.7765575219461707	0.9695427997180214	0	0	0.59	0.527	0.761	0.727	0.5	0.561	212	264	176	110	184	155
cadm1_high		chr19:CIC:s:42293836|19:42293836-42293937:+	CIC	chr19:CIC:s:42293836	s	42293836	19:42293836-42293937:+	19	42293836	42293937	+	113.3	0.308		0.274	-0.034	-0.049		welch	0.5357658658242509	0.9695427997180214	0	0	0.38	0.255	0.302	0.316	0.126	0.336	92	110	106	152	95	125
cadm1_high		chr2:PTMA:s:231711425|2:231711423-231711895:+	PTMA	chr2:PTMA:s:231711425	s	231711425	2:231711423-231711895:+	2	231711423	231711895	+	107.5	0.884		0.851	-0.034	-0.027		welch	0.6495672841717303	0.9695427997180214	0	0	0.956	0.894	0.775	0.758	0.848	0.915	91	141	71	95	105	142
cadm1_high		chr19:RNF126:s:649678|19:648975-649678:-	RNF126	chr19:RNF126:s:649678	s	649678	19:648975-649678:-	19	648975	649678	-	147.8	0.981		0.946	-0.035	-0.015		welch	0.5001554936154687	0.9655019792943904	0	0	0.979	1.0	0.965	0.789	1.0	0.988	146	160	171	95	155	160
cadm1_high		chr2:MFF:s:227325427|2:227325427-227328677:+	MFF	chr2:MFF:s:227325427	s	227325427	2:227325427-227328677:+	2	227325427	227328677	+	155.8	0.707		0.672	-0.035	-0.009		welch	0.5586085411718898	0.9695427997180214	0	0	0.87	0.641	0.678	0.684	0.724	0.629	100	167	174	158	134	202
cadm1_high		chr12:HNRNPA1:t:54283826|12:54283225-54283826:+	HNRNPA1	chr12:HNRNPA1:t:54283826	t	54283826	12:54283225-54283826:+	12	54283225	54283826	+	105.8	0.218		0.182	-0.036	0.023		welch	0.8781469094414751	0.9695427997180214	0	0	0.033	0.375	0.208	0.13	0.292	0.139	60	80	144	108	106	137
cadm1_high		chr5:NPM1:s:171405403|5:171405403-171407699:+	NPM1	chr5:NPM1:s:171405403	s	171405403	5:171405403-171407699:+	5	171405403	171407699	+	100.2	0.657		0.62	-0.037	-0.047		welch	0.5051804040156026	0.9655019792943904	0	0	0.877	0.521	0.712	0.712	0.62	0.512	57	117	59	139	108	121
cadm1_high		chr6:BAG6:t:31639226|6:31639226-31639499:-	BAG6	chr6:BAG6:t:31639226	t	31639226	6:31639226-31639499:-	6	31639226	31639499	-	272.7	0.584		0.547	-0.037	-0.011		welch	0.46484827101367726	0.9655019792943904	0	0	0.67	0.548	0.563	0.638	0.455	0.527	203	321	286	329	277	220
cadm1_high		chr22:SMARCB1:t:23793558|22:23791867-23793558:+	SMARCB1	chr22:SMARCB1:t:23793558	t	23793558	22:23791867-23793558:+	22	23791867	23793558	+	136.2	0.526		0.489	-0.037	-0.036		welch	0.8762317974868372	0.9695427997180214	0	0	0.429	0.668	0.383	0.462	0.533	0.436	140	190	94	119	180	94
cadm1_high		chr6:SFT2D1:s:166342418|6:166330247-166342418:-	SFT2D1	chr6:SFT2D1:s:166342418	s	166342418	6:166330247-166342418:-	6	166330247	166342418	-	122.3	0.721		0.683	-0.038	-0.052		welch	0.9600732385171855	0.982841336109294	0	0	0.586	0.797	0.759	0.647	0.817	0.664	99	123	108	187	71	146
cadm1_high		chr3:DNAJC19:s:180988022|3:180987022-180988022:-	DNAJC19	chr3:DNAJC19:s:180988022	s	180988022	3:180987022-180988022:-	3	180987022	180988022	-	158.7	0.976		0.937	-0.039	-0.059		welch	0.44057396873527743	0.9655019792943904	0	0	0.981	1.0	0.954	0.979	0.984	0.756	156	168	217	144	185	82
cadm1_high		chr1:SCNM1:t:151166470|1:151166203-151166470:+	SCNM1	chr1:SCNM1:t:151166470	t	151166470	1:151166203-151166470:+	1	151166203	151166470	+	124.7	0.931		0.892	-0.039	-0.042		welch	0.517219756579428	0.9655019792943904	0	0	0.972	0.964	0.882	1.0	0.878	0.794	108	139	187	102	115	97
cadm1_high		chr1:S100A13:t:153626533|1:153626533-153627138:-	S100A13	chr1:S100A13:t:153626533	t	153626533	1:153626533-153627138:-	1	153626533	153627138	-	126.7	0.162		0.122	-0.039	-0.083		welch	0.4328979289659626	0.9655019792943904	0	0	0.175	0.222	0.071	0.073	0.0	0.201	154	153	126	109	59	159
cadm1_high		chr16:PRMT7:t:68357053|16:68356797-68357053:+	PRMT7	chr16:PRMT7:t:68357053	t	68357053	16:68356797-68357053:+	16	68356797	68357053	+	104.0	0.984		0.944	-0.039			welch	0.48740867741669713	0.9655019792943904	0	0	1.0	0.965	1.0	1.0	1.0	0.774	85	173	114	83	107	62
cadm1_high		chr8:PUF60:t:143821913|8:143821913-143824312:-	PUF60	chr8:PUF60:t:143821913	t	143821913	8:143821913-143824312:-	8	143821913	143824312	-	220.2	0.762		0.723	-0.039	-0.007		welch	0.461996753034342	0.9655019792943904	0	0	0.886	0.778	0.674	0.774	0.701	0.694	140	338	258	199	167	219
cadm1_high		chr12:FOXM1:s:2873976|12:2872244-2873976:-	FOXM1	chr12:FOXM1:s:2873976	s	2873976	12:2872244-2873976:-	12	2872244	2873976	-	106.2	0.315		0.276	-0.039	-0.076		welch	0.643964422155291	0.9695427997180214	0	0	0.444	0.202	0.282	0.276	0.24	0.296	117	99	124	87	75	135
cadm1_high		chr20:NOP56:s:2656214|20:2656214-2656400:+	NOP56	chr20:NOP56:s:2656214	s	2656214	20:2656214-2656400:+	20	2656214	2656400	+	121.0	0.807		0.768	-0.039	-0.026		welch	0.8469689943387947	0.9695427997180214	0	0	0.795	0.912	0.743	0.688	0.825	0.889	127	102	144	173	126	54
cadm1_high		chr1:FAAP20:t:2189781|1:2189781-2193638:-	FAAP20	chr1:FAAP20:t:2189781	t	2189781	1:2189781-2193638:-	1	2189781	2193638	-	107.0	0.892		0.852	-0.039	-0.078		welch	0.9603333063277247	0.982841336109294	0	0	0.71	0.88	0.98	0.832	0.906	0.845	62	166	150	101	53	110
cadm1_high		chr14:MRPL52:s:22829940|14:22829940-22830052:+	MRPL52	chr14:MRPL52:s:22829940	s	22829940	14:22829940-22830052:+	14	22829940	22830052	+	379.3	0.262		0.222	-0.04	-0.001		welch	0.8043766803414557	0.9695427997180214	0	0	0.251	0.24	0.287	0.385	0.185	0.143	387	359	492	278	340	420
cadm1_high		chr16:KARS1:s:75647577|16:75641723-75647577:-	KARS1	chr16:KARS1:s:75647577	s	75647577	16:75641723-75647577:-	16	75641723	75647577	-	120.0	0.874		0.833	-0.04	-0.009		welch	0.6794540097498803	0.9695427997180214	0	0	0.847	0.902	0.845	0.946	0.836	0.713	85	184	103	112	128	108
cadm1_high		chr11:AAMDC:s:77821241|11:77821241-77841018:+	AAMDC	chr11:AAMDC:s:77821241	s	77821241	11:77821241-77841018:+	11	77821241	77841018	+	144.5	0.153		0.112	-0.041	-0.035		welch	0.8127950664384261	0.9695427997180214	0	0	0.236	0.065	0.172	0.06	0.058	0.286	89	123	174	248	121	112
cadm1_high		chr12:TDG:s:103966060|12:103966060-103976917:+	TDG	chr12:TDG:s:103966060	s	103966060	12:103966060-103976917:+	12	103966060	103976917	+	114.3	0.769		0.729	-0.041	-0.122		welch	0.641176841703011	0.9695427997180214	0	0	0.859	0.684	0.804	0.705	0.624	0.879	85	133	107	129	125	107
cadm1_high		chr1:MICOS10-NBL1:t:19623473|1:19622147-19623473:+	MICOS10-NBL1	chr1:MICOS10-NBL1:t:19623473	t	19623473	1:19622147-19623473:+	1	19622147	19623473	+	109.5	0.903		0.862	-0.041	-0.056		welch	0.6636014041837481	0.9695427997180214	0	0	0.871	0.987	0.84	0.968	0.695	0.9	70	149	162	94	82	100
cadm1_high		chr1:ENSG00000233461:t:231522637|1:231522637-231528419:-	ENSG00000233461	chr1:ENSG00000233461:t:231522637	t	231522637	1:231522637-231528419:-	1	231522637	231528419	-	166.5	0.244		0.199	-0.045	-0.056		welch	0.8466620506284349	0.9695427997180214	0	0	0.039	0.315	0.333	0.142	0.305	0.172	129	216	126	197	151	180
cadm1_high		chr19:PRKCSH:t:11447692|19:11447597-11447692:+	PRKCSH	chr19:PRKCSH:t:11447692	t	11447692	19:11447597-11447692:+	19	11447597	11447692	+	123.2	0.6		0.554	-0.045	-0.065		welch	0.6516829489320449	0.9695427997180214	0	0	0.667	0.496	0.635	0.615	0.646	0.396	84	123	200	91	130	111
cadm1_high		chr19:PRMT1:t:49680486|19:49677316-49680486:+	PRMT1	chr19:PRMT1:t:49680486	t	49680486	19:49677316-49680486:+	19	49677316	49680486	+	222.5	0.775		0.73	-0.045	-0.029		welch	0.5434272857624783	0.9695427997180214	0	0	0.876	0.82	0.655	0.737	0.769	0.699	178	211	232	213	199	302
cadm1_high		chr19:DNM2:t:10798485|19:10796199-10798485:+	DNM2	chr19:DNM2:t:10798485	t	10798485	19:10796199-10798485:+	19	10796199	10798485	+	100.5	0.436		0.39	-0.046	-0.071		welch	0.6597350003901273	0.9695427997180214	0	0	0.508	0.281	0.495	0.404	0.411	0.355	118	89	91	156	56	93
cadm1_high		chr15:MRPS11:s:88467782|15:88467782-88467910:+	MRPS11	chr15:MRPS11:s:88467782	s	88467782	15:88467782-88467910:+	15	88467782	88467910	+	123.0	0.35		0.302	-0.048	-0.017		welch	0.6690556970676957	0.9695427997180214	0	0	0.432	0.438	0.178	0.299	0.372	0.244	125	169	146	134	78	86
cadm1_high		chr9:CDKN2A:t:21971208|9:21971208-21974677:-	CDKN2A	chr9:CDKN2A:t:21971208	t	21971208	9:21971208-21974677:-	9	21971208	21974677	-	184.8	0.414		0.364	-0.05	-0.054		welch	0.42968490104297147	0.9655019792943904	0	0	0.513	0.386	0.345	0.398	0.41	0.242	187	251	171	176	200	124
cadm1_high		chr11:AAMDC:t:77842478|11:77841060-77842478:+	AAMDC	chr11:AAMDC:t:77842478	t	77842478	11:77841060-77842478:+	11	77841060	77842478	+	151.7	0.141		0.09	-0.05	-0.056		welch	0.7839099024369353	0.9695427997180214	0	0	0.198	0.061	0.167	0.031	0.041	0.274	101	131	180	259	122	117
cadm1_high		chr20:MCTS2:s:31561736|20:31561736-31566209:+	MCTS2	chr20:MCTS2:s:31561736	s	31561736	20:31561736-31566209:+	20	31561736	31566209	+	105.5	0.876		0.821	-0.055	-0.012		welch	0.44587229989084687	0.9655019792943904	0	0	0.959	0.767	0.922	0.79	0.904	0.767	74	120	154	105	94	86
cadm1_high		chr7:CYREN:t:135169060|7:135169060-135170398:-	CYREN	chr7:CYREN:t:135169060	t	135169060	7:135169060-135170398:-	7	135169060	135170398	-	111.5	0.719		0.664	-0.055	-0.053		welch	0.6049252320277199	0.9695427997180214	0	0	0.805	0.667	0.694	0.793	0.611	0.643	118	120	157	58	90	126
cadm1_high		chr12:PYM1:t:55903480|12:55903480-55927075:-	PYM1	chr12:PYM1:t:55903480	t	55903480	12:55903480-55927075:-	12	55903480	55927075	-	117.0	0.245		0.189	-0.056	-0.052		welch	0.5761236902312936	0.9695427997180214	0	0	0.363	0.151	0.272	0.099	0.323	0.202	91	152	125	152	93	89
cadm1_high		chr7:FIS1:s:101244959|7:101240906-101244959:-	FIS1	chr7:FIS1:s:101244959	s	101244959	7:101240906-101244959:-	7	101240906	101244959	-	239.8	0.162		0.105	-0.057	-0.055		welch	0.31278730551400563	0.9655019792943904	0	0	0.13	0.295	0.124	0.168	0.063	0.087	292	176	378	190	207	196
cadm1_high		chr7:NUDT1:t:2244562|7:2242256-2244562:+	NUDT1	chr7:NUDT1:t:2244562	t	2244562	7:2242256-2244562:+	7	2242256	2244562	+	205.3	0.731		0.674	-0.057	-0.04		welch	0.3345057026625428	0.9655019792943904	0	0	0.777	0.735	0.702	0.617	0.578	0.782	157	223	275	196	147	234
cadm1_high		chr6:BAG6:s:31640198|6:31639646-31640198:-	BAG6	chr6:BAG6:s:31640198	s	31640198	6:31639646-31640198:-	6	31639646	31640198	-	224.5	0.502		0.442	-0.06	-0.041		welch	0.44538015337794823	0.9655019792943904	0	0	0.528	0.406	0.57	0.514	0.343	0.467	142	244	291	245	230	195
cadm1_high		chr6:GMNN:t:24777221|6:24775244-24777221:+	GMNN	chr6:GMNN:t:24777221	t	24777221	6:24775244-24777221:+	6	24775244	24777221	+	149.7	0.507		0.446	-0.06	-0.14		welch	0.44058010890370586	0.9655019792943904	0	0	0.636	0.483	0.444	0.517	0.318	0.503	107	201	142	143	148	157
cadm1_high		chr10:WAC:t:28533997|10:28533007-28533997:+	WAC	chr10:WAC:t:28533997	t	28533997	10:28533007-28533997:+	10	28533007	28533997	+	106.5	0.313		0.253	-0.06	0.014		welch	0.615436053205064	0.9695427997180214	0	0	0.433	0.205	0.363	0.433	0.252	0.135	67	122	102	97	103	148
