contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_1nM-1	psi_CADM1_1nM-2	psi_CADM1_1nM-3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_1nM-1	n_CADM1_1nM-2	n_CADM1_1nM-3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_dose		chr5:TCOF1:s:150390023|5:150390023-150391543:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391543:+	5	150390023	150391543	+	100.3	0.329	0.388	0.339	0.011	0.088	0.0135	ols_slope	0.6944940288273145	0.983758434534779	0	0	0.207	0.32	0.426	0.386	0.3	0.452	0.377	0.284	0.373	92	150	129	114	60	84	114	109	51
cadm1_dose		chr10:DNAJB12:t:72334617|10:72334617-72335779:-	DNAJB12	chr10:DNAJB12:t:72334617	t	72334617	10:72334617-72335779:-	10	72334617	72335779	-	177.8	0.747	0.766	0.758	0.011	-0.007	0.014	ols_slope	0.6967018558877072	0.983758434534779	0	0	0.794	0.808	0.637	0.708	0.827	0.76	0.841	0.645	0.837	136	198	171	161	173	167	208	251	135
cadm1_dose		chr21:NDUFV3:t:42908863|21:42904276-42908863:+	NDUFV3	chr21:NDUFV3:t:42908863	t	42908863	21:42904276-42908863:+	21	42904276	42908863	+	204.4	0.281	0.257	0.292	0.011	0.053	0.0072	ols_slope	0.8383360516099695	0.983758434534779	0	0	0.164	0.364	0.287	0.205	0.359	0.211	0.208	0.291	0.359	165	214	247	224	217	228	154	199	192
cadm1_dose		chr14:BCL2L2-PABPN1:s:23308199|14:23308199-23308815:+	BCL2L2-PABPN1	chr14:BCL2L2-PABPN1:s:23308199	s	23308199	14:23308199-23308815:+	14	23308199	23308815	+	100.1	0.293	0.252	0.304	0.011	0.001	0.0034	ols_slope	0.9360515176513418	0.9852858398157701	0	0	0.402	0.306	0.19	0.339	0.11	0.327	0.276	0.393	0.25	87	98	105	109	118	98	105	89	92
cadm1_dose		chr12:MYL6:t:56161386|12:56160320-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160320-56161386:+	12	56160320	56161386	+	195.7	0.499	0.562	0.51	0.011	0.048	0.0037	ols_slope	0.9188363988397018	0.9852858398157701	0	0	0.62	0.498	0.392	0.596	0.612	0.455	0.454	0.568	0.511	166	229	186	213	188	156	196	190	237
cadm1_dose		chr19:DMKN:s:35505717|19:35502886-35505717:-	DMKN	chr19:DMKN:s:35505717	s	35505717	19:35502886-35505717:-	19	35502886	35505717	-	261.7	0.337	0.36	0.346	0.009	-0.008	0.006	ols_slope	0.8591117344611395	0.983758434534779	0	0	0.358	0.23	0.407	0.344	0.46	0.255	0.281	0.354	0.395	226	244	305	250	315	263	224	285	243
cadm1_dose		chr19:FKBP8:s:18539370|19:18538433-18539370:-	FKBP8	chr19:FKBP8:s:18539370	s	18539370	19:18538433-18539370:-	19	18538433	18539370	-	157.1	0.309	0.269	0.317	0.008	-0.037	0.0072	ols_slope	0.8550933008883471	0.983758434534779	0	0	0.278	0.199	0.398	0.315	0.305	0.179	0.429	0.196	0.294	151	166	259	162	151	140	133	92	160
cadm1_dose		chr12:TDG:t:103979830|12:103977060-103979830:+	TDG	chr12:TDG:t:103979830	t	103979830	12:103977060-103979830:+	12	103977060	103979830	+	118.6	0.74	0.841	0.747	0.008	-0.049	0.0065	ols_slope	0.8750563602961304	0.983758434534779	0	0	0.846	0.71	0.677	0.783	0.863	0.904	0.765	0.647	0.86	78	145	65	143	175	73	162	133	93
cadm1_dose		chr12:MYL6:s:56160320|12:56160320-56161386:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56161386:+	12	56160320	56161386	+	151.0	0.65	0.728	0.658	0.008	0.038	-0.0016	ols_slope	0.9635920093552981	0.9852858398157701	0	0	0.811	0.591	0.579	0.709	0.728	0.763	0.61	0.697	0.665	127	193	126	179	158	93	146	155	182
cadm1_dose		chr1:C1orf43:s:154220341|1:154214574-154220341:-	C1orf43	chr1:C1orf43:s:154220341	s	154220341	1:154214574-154220341:-	1	154214574	154220341	-	119.0	0.372	0.407	0.378	0.006	-0.049	0.0045	ols_slope	0.9173302812854698	0.9852858398157701	0	0	0.329	0.424	0.357	0.296	0.412	0.507	0.532	0.234	0.371	79	125	199	135	119	144	77	77	116
cadm1_dose		chr17:ANAPC11:t:81893551|17:81891841-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891841-81893551:+	17	81891841	81893551	+	125.6	0.443	0.296	0.448	0.005	0.043	0.0101	ols_slope	0.8260865418281204	0.983758434534779	0	0	0.398	0.497	0.417	0.293	0.268	0.347	0.336	0.448	0.589	98	181	206	140	123	72	119	96	95
cadm1_dose		chr9:FUBP3:s:130632278|9:130632278-130634666:+	FUBP3	chr9:FUBP3:s:130632278	s	130632278	9:130632278-130634666:+	9	130632278	130634666	+	112.2	0.876	0.861	0.881	0.004	0.034	-0.0106	ols_slope	0.7923599723076145	0.983758434534779	0	0	0.87	0.868	0.886	0.845	0.925	0.806	0.976	0.663	0.921	77	121	158	110	107	93	166	89	89
cadm1_dose		chr8:EEF1D:t:143586852|8:143586852-143597347:-	EEF1D	chr8:EEF1D:t:143586852	t	143586852	8:143586852-143597347:-	8	143586852	143597347	-	140.4	0.627	0.57	0.631	0.004	-0.023	0.0027	ols_slope	0.9444715676808552	0.9852858398157701	0	0	0.795	0.529	0.58	0.603	0.508	0.598	0.674	0.67	0.576	156	210	119	116	118	117	141	103	184
cadm1_dose		chr17:CHD3:s:7907488|17:7907488-7907600:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907600:+	17	7907488	7907600	+	145.8	0.726	0.814	0.73	0.003	-0.021	0.0019	ols_slope	0.9694829480068369	0.9852858398157701	0	0	0.62	0.812	0.71	0.842	0.674	0.935	0.786	0.593	0.775	100	170	238	171	129	108	168	108	120
cadm1_dose		chr2:HTRA2:s:74531925|2:74531925-74532819:+	HTRA2	chr2:HTRA2:s:74531925	s	74531925	2:74531925-74532819:+	2	74531925	74532819	+	102.6	0.432	0.433	0.436	0.003	0.026	0.0062	ols_slope	0.9188132546732815	0.9852858398157701	1	0	0.575	0.419	0.31	0.462	0.392	0.44	0.424	0.69	0.228	106	105	113	119	102	91	99	87	101
cadm1_dose		chr9:ENTR1:t:136407938|9:136407938-136408998:-	ENTR1	chr9:ENTR1:t:136407938	t	136407938	9:136407938-136408998:-	9	136407938	136408998	-	115.9	0.195	0.229	0.198	0.003	0.053	0.0016	ols_slope	0.9652236357751297	0.9852858398157701	0	0	0.111	0.321	0.208	0.295	0.118	0.287	0.123	0.262	0.265	99	53	120	149	152	122	162	84	102
cadm1_dose		chr3:POC1A:t:52075985|3:52075985-52122378:-	POC1A	chr3:POC1A:t:52075985	t	52075985	3:52075985-52122378:-	3	52075985	52122378	-	123.1	0.288	0.364	0.292	0.003	0.001	0.0004	ols_slope	0.9920919024555455	0.9965407450674537	0	0	0.331	0.324	0.222	0.39	0.24	0.474	0.27	0.276	0.333	127	148	162	100	121	114	126	105	105
cadm1_dose		chr7:SSBP1:t:141739123|7:141738503-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738503-141739123:+	7	141738503	141739123	+	118.8	0.548	0.539	0.549	0.001	-0.046	0.0177	ols_slope	0.7614489801964414	0.983758434534779	0	0	0.346	0.559	0.634	0.399	0.639	0.75	0.544	0.636	0.464	78	188	161	183	97	76	114	88	84
cadm1_dose		chr16:TRAPPC2L:s:88859972|16:88859972-88860913:+	TRAPPC2L	chr16:TRAPPC2L:s:88859972	s	88859972	16:88859972-88860913:+	16	88859972	88860913	+	103.7	0.656	0.72	0.654	-0.001	-0.015	0.0167	ols_slope	0.6342923319225069	0.983758434534779	0	0	0.542	0.689	0.656	0.644	0.766	0.76	0.571	0.681	0.734	48	167	186	104	107	75	105	47	94
cadm1_dose		chr16:RNPS1:t:2264760|16:2264760-2268054:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2268054:-	16	2264760	2268054	-	167.2	0.742	0.748	0.742	-0.001	-0.013	-0.0015	ols_slope	0.9710002475130677	0.9852858398157701	0	0	0.756	0.687	0.798	0.77	0.636	0.822	0.743	0.882	0.607	160	201	163	126	129	157	222	169	178
cadm1_dose		chr8:PUF60:s:143829279|8:143824399-143829279:-	PUF60	chr8:PUF60:s:143829279	s	143829279	8:143824399-143829279:-	8	143824399	143829279	-	225.1	0.654	0.734	0.652	-0.002	0.027	-0.0107	ols_slope	0.7563542793494559	0.983758434534779	0	0	0.806	0.638	0.574	0.769	0.75	0.661	0.686	0.65	0.618	170	326	258	273	168	168	245	180	238
cadm1_dose		chr19:DMKN:s:35509910|19:35508240-35509910:-	DMKN	chr19:DMKN:s:35509910	s	35509910	19:35508240-35509910:-	19	35508240	35509910	-	100.3	0.23	0.165	0.226	-0.003	-0.099	0.0172	ols_slope	0.7526882899734267	0.983758434534779	0	0	0.046	0.279	0.348	0.111	0.2	0.167	0.103	0.413	0.26	87	165	66	90	135	108	116	63	73
cadm1_dose		chr17:SAT2:t:7627414|17:7627414-7627552:-	SAT2	chr17:SAT2:t:7627414	t	7627414	17:7627414-7627552:-	17	7627414	7627552	-	107.1	0.69	0.862	0.688	-0.003	-0.003	-0.0083	ols_slope	0.8769526735025933	0.983758434534779	0	0	0.674	0.74	0.654	0.701	0.96	0.87	0.761	0.696	0.562	86	123	130	67	101	92	138	138	89
cadm1_dose		chr17:CHD3:s:7907488|17:7907488-7907893:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907893:+	17	7907488	7907893	+	145.8	0.274	0.186	0.27	-0.003	0.021	-0.0019	ols_slope	0.9694829480068365	0.9852858398157701	0	0	0.38	0.188	0.29	0.158	0.326	0.065	0.214	0.407	0.225	100	170	238	171	129	108	168	108	120
cadm1_dose		chr2:HTRA2:s:74531925|2:74531925-74532618:+	HTRA2	chr2:HTRA2:s:74531925	s	74531925	2:74531925-74532618:+	2	74531925	74532618	+	102.6	0.568	0.567	0.564	-0.003	-0.026	-0.0062	ols_slope	0.9188132546732818	0.9852858398157701	1	0	0.425	0.581	0.69	0.538	0.608	0.56	0.576	0.31	0.772	106	105	113	119	102	91	99	87	101
cadm1_dose		chr9:FUBP3:s:130632278|9:130632278-130635998:+	FUBP3	chr9:FUBP3:s:130632278	s	130632278	9:130632278-130635998:+	9	130632278	130635998	+	112.2	0.124	0.139	0.119	-0.004	-0.034	0.0106	ols_slope	0.792359972307614	0.983758434534779	0	0	0.13	0.132	0.114	0.155	0.075	0.194	0.024	0.337	0.079	77	121	158	110	107	93	166	89	89
cadm1_dose		chr1:AURKAIP1:t:1374790|1:1374790-1374996:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1374996:-	1	1374790	1374996	-	142.7	0.225	0.307	0.221	-0.004	-0.022	0.0072	ols_slope	0.855009503666572	0.983758434534779	0	0	0.11	0.171	0.344	0.36	0.248	0.32	0.25	0.152	0.267	136	170	209	125	137	122	152	132	101
cadm1_dose		chr16:LUC7L:s:229278|16:227336-229278:-	LUC7L	chr16:LUC7L:s:229278	s	229278	16:227336-229278:-	16	227336	229278	-	105.3	0.882	0.932	0.877	-0.005	-0.061	0.0134	ols_slope	0.7082870396705981	0.983758434534779	0	0	0.747	0.946	0.908	0.922	0.977	0.865	0.821	1.0	0.861	87	130	130	102	133	74	106	64	122
cadm1_dose		chr1:C1orf43:s:154220341|1:154219937-154220341:-	C1orf43	chr1:C1orf43:s:154220341	s	154220341	1:154219937-154220341:-	1	154219937	154220341	-	119.0	0.628	0.593	0.622	-0.006	0.049	-0.0045	ols_slope	0.9173302812854699	0.9852858398157701	0	0	0.671	0.576	0.643	0.704	0.588	0.493	0.468	0.766	0.629	79	125	199	135	119	144	77	77	116
cadm1_dose		chr20:NOP56:t:2656773|20:2656214-2656773:+	NOP56	chr20:NOP56:t:2656773	t	2656773	20:2656214-2656773:+	20	2656214	2656773	+	190.1	0.146	0.217	0.139	-0.007	-0.049	-0.0079	ols_slope	0.8178230196934586	0.983758434534779	0	0	0.156	0.066	0.197	0.276	0.156	0.21	0.216	0.114	0.041	167	137	188	239	205	186	250	193	146
cadm1_dose		chr12:PYM1:t:55903480|12:55903480-55927724:-	PYM1	chr12:PYM1:t:55903480	t	55903480	12:55903480-55927724:-	12	55903480	55927724	-	111.0	0.75	0.869	0.743	-0.007	0.052	-0.0052	ols_slope	0.9179428990502038	0.9852858398157701	0	0	0.637	0.849	0.712	0.965	0.815	0.852	0.836	0.634	0.697	91	152	125	86	130	81	152	93	89
cadm1_dose		chrX:CITED1:t:72302934|X:72302934-72306476:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72306476:-	X	72302934	72306476	-	236.0	0.288	0.235	0.281	-0.007	-0.004	0.0008	ols_slope	0.9841890866871753	0.9908240692940551	0	0	0.276	0.393	0.178	0.218	0.348	0.177	0.23	0.385	0.235	214	295	259	193	164	265	282	231	221
cadm1_dose		chr19:FKBP8:s:18539370|19:18538436-18539370:-	FKBP8	chr19:FKBP8:s:18539370	s	18539370	19:18538436-18539370:-	19	18538436	18539370	-	157.1	0.691	0.731	0.683	-0.008	0.037	-0.0072	ols_slope	0.8550933008883472	0.983758434534779	0	0	0.722	0.801	0.602	0.685	0.695	0.821	0.571	0.804	0.706	151	166	259	162	151	140	133	92	160
cadm1_dose		chr12:TDG:t:103979830|12:103966060-103979830:+	TDG	chr12:TDG:t:103979830	t	103979830	12:103966060-103979830:+	12	103966060	103979830	+	118.6	0.26	0.159	0.253	-0.008	0.049	-0.0065	ols_slope	0.87505636029613	0.983758434534779	0	0	0.154	0.29	0.323	0.217	0.137	0.096	0.235	0.353	0.14	78	145	65	143	175	73	162	133	93
cadm1_dose		chr12:MYL6:s:56160320|12:56160320-56160625:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56160625:+	12	56160320	56160625	+	151.0	0.35	0.272	0.342	-0.008	-0.038	0.0016	ols_slope	0.9635920093552985	0.9852858398157701	0	0	0.189	0.409	0.421	0.291	0.272	0.237	0.39	0.303	0.335	127	193	126	179	158	93	146	155	182
cadm1_dose		chr19:DMKN:s:35505717|19:35503447-35505717:-	DMKN	chr19:DMKN:s:35505717	s	35505717	19:35503447-35505717:-	19	35503447	35505717	-	261.7	0.663	0.64	0.654	-0.009	0.008	-0.006	ols_slope	0.8591117344611398	0.983758434534779	0	0	0.642	0.77	0.593	0.656	0.54	0.745	0.719	0.646	0.605	226	244	305	250	315	263	224	285	243
cadm1_dose		chr5:TCOF1:s:150390023|5:150390023-150391956:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391956:+	5	150390023	150391956	+	100.3	0.671	0.612	0.661	-0.011	-0.088	-0.0135	ols_slope	0.6944940288273147	0.983758434534779	0	0	0.793	0.68	0.574	0.614	0.7	0.548	0.623	0.716	0.627	92	150	129	114	60	84	114	109	51
cadm1_dose		chr16:VKORC1:t:31091342|16:31091342-31094556:-	VKORC1	chr16:VKORC1:t:31091342	t	31091342	16:31091342-31094556:-	16	31091342	31094556	-	122.7	0.527	0.617	0.517	-0.011	0.042	-0.0135	ols_slope	0.808818016966857	0.983758434534779	0	0	0.674	0.331	0.615	0.654	0.572	0.623	0.368	0.626	0.544	89	121	122	159	145	106	125	147	90
cadm1_dose		chr15:COMMD4:s:75339344|15:75339344-75339964:+	COMMD4	chr15:COMMD4:s:75339344	s	75339344	15:75339344-75339964:+	15	75339344	75339964	+	207.6	0.327	0.48	0.316	-0.011	0.017	-0.004	ols_slope	0.9335887536818733	0.9852858398157701	0	0	0.289	0.311	0.359	0.431	0.437	0.59	0.357	0.222	0.356	128	302	312	216	215	183	154	153	205
cadm1_dose		chr12:MYL6:t:56161386|12:56160670-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160670-56161386:+	12	56160670	56161386	+	195.7	0.501	0.438	0.49	-0.011	-0.048	-0.0037	ols_slope	0.9188363988397018	0.9852858398157701	0	0	0.38	0.502	0.608	0.404	0.388	0.545	0.546	0.432	0.489	166	229	186	213	188	156	196	190	237
cadm1_dose		chr17:CEP131:t:81192593|17:81192593-81192735:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81192735:-	17	81192593	81192735	-	146.1	0.72	0.77	0.709	-0.012	-0.05	-0.0014	ols_slope	0.9670096931118349	0.9852858398157701	0	0	0.595	0.836	0.724	0.746	0.835	0.752	0.711	0.669	0.767	158	165	181	177	103	133	97	181	120
cadm1_dose		chr2:BOLA3:t:74135658|2:74135658-74142271:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74142271:-	2	74135658	74142271	-	153.7	0.298	0.369	0.285	-0.012	-0.052	0.0016	ols_slope	0.9697601124895151	0.9852858398157701	0	0	0.158	0.353	0.329	0.423	0.441	0.237	0.317	0.203	0.331	139	255	167	156	93	114	180	143	136
cadm1_dose		chr6:EPB41L2:s:130885095|6:130870126-130885095:-	EPB41L2	chr6:EPB41L2:s:130885095	s	130885095	6:130870126-130885095:-	6	130870126	130885095	-	108.8	0.667	0.517	0.654	-0.013	-0.048	-0.0223	ols_slope	0.6660371317126129	0.983758434534779	0	0	0.654	0.684	0.658	0.378	0.645	0.533	0.598	0.765	0.5	81	114	114	119	110	152	87	136	66
cadm1_dose		chr6:CUTA:t:33417695|6:33417695-33417958:-	CUTA	chr6:CUTA:t:33417695	t	33417695	6:33417695-33417958:-	6	33417695	33417958	-	108.9	0.452	0.422	0.438	-0.013	-0.08	-0.0067	ols_slope	0.8769429674034416	0.983758434534779	0	0	0.515	0.461	0.411	0.349	0.586	0.337	0.477	0.548	0.321	101	152	192	86	87	95	65	93	109
cadm1_dose		chr8:RPL7:t:73292797|8:73292797-73293598:-	RPL7	chr8:RPL7:t:73292797	t	73292797	8:73292797-73293598:-	8	73292797	73293598	-	155.7	0.728	0.688	0.715	-0.013	0.004	-0.0106	ols_slope	0.854281274072971	0.983758434534779	0	0	0.819	0.759	0.638	0.542	0.796	0.789	0.54	0.917	0.694	171	141	218	166	103	128	161	156	157
cadm1_dose		chr19:DMKN:s:35509910|19:35505986-35509910:-	DMKN	chr19:DMKN:s:35509910	s	35509910	19:35505986-35509910:-	19	35505986	35509910	-	100.3	0.632	0.598	0.619	-0.013	0.063	-0.005	ols_slope	0.944930144113808	0.9852858398157701	0	0	0.828	0.63	0.379	0.478	0.778	0.472	0.664	0.444	0.699	87	165	66	90	135	108	116	63	73
cadm1_dose		chr3:NAA50:s:113745941|3:113724092-113745941:-	NAA50	chr3:NAA50:s:113745941	s	113745941	3:113724092-113745941:-	3	113724092	113745941	-	134.1	0.329	0.323	0.317	-0.013	-0.054	-0.0018	ols_slope	0.9625201655817157	0.9852858398157701	1	0	0.246	0.373	0.347	0.339	0.42	0.153	0.356	0.368	0.232	142	204	170	124	150	98	90	117	112
cadm1_dose		chr16:METTL26:t:635340|16:635340-635611:-	METTL26	chr16:METTL26:t:635340	t	635340	16:635340-635611:-	16	635340	635611	-	140.8	0.325	0.258	0.312	-0.013	0.043	-0.0029	ols_slope	0.9391884839102251	0.9852858398157701	0	0	0.306	0.312	0.344	0.382	0.189	0.134	0.345	0.25	0.35	134	176	259	136	127	67	119	132	117
cadm1_dose		chr5:TCOF1:s:150369602|5:150369602-150372005:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150372005:+	5	150369602	150372005	+	101.3	0.787	0.806	0.773	-0.014	-0.023	-0.0262	ols_slope	0.5529239678336325	0.983758434534779	0	0	0.882	0.722	0.777	0.769	0.802	0.871	0.849	0.558	0.817	110	144	112	108	126	70	86	52	104
cadm1_dose		chr19:PRPF31:s:54115797|19:54115797-54118240:+	PRPF31	chr19:PRPF31:s:54115797	s	54115797	19:54115797-54118240:+	19	54115797	54118240	+	134.8	0.209	0.143	0.193	-0.015	-0.004	0.0158	ols_slope	0.7458109984913759	0.983758434534779	0	0	0.118	0.145	0.31	0.145	0.214	0.037	0.152	0.392	0.124	85	131	158	110	159	109	211	97	153
cadm1_dose		chr16:HMOX2:s:4476487|16:4476487-4483636:+	HMOX2	chr16:HMOX2:s:4476487	s	4476487	16:4476487-4483636:+	16	4476487	4483636	+	108.1	0.109	0.015	0.094	-0.015	-0.009	-0.0038	ols_slope	0.9155561733266033	0.9852858398157701	0	0	0.25	0.048	0.012	0.019	0.024	0.0	0.096	0.069	0.122	112	124	85	105	127	102	104	116	98
cadm1_dose		chr15:COMMD4:s:75339344|15:75339344-75339701:+	COMMD4	chr15:COMMD4:s:75339344	s	75339344	15:75339344-75339701:+	15	75339344	75339701	+	207.6	0.664	0.511	0.648	-0.016	-0.017	-0.0093	ols_slope	0.8411158389851299	0.983758434534779	0	0	0.711	0.669	0.641	0.569	0.54	0.41	0.617	0.758	0.59	128	302	312	216	215	183	154	153	205
cadm1_dose		chr6:HMGA1:t:34242711|6:34240915-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240915-34242711:+	6	34240915	34242711	+	220.0	0.752	0.745	0.736	-0.016	-0.031	-0.0087	ols_slope	0.8338572087866152	0.983758434534779	1	0	0.701	0.747	0.792	0.786	0.764	0.665	0.703	0.58	0.905	211	292	303	243	229	179	246	119	158
cadm1_dose		chr1:AURKAIP1:t:1374790|1:1374790-1375153:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1375153:-	1	1374790	1375153	-	142.7	0.757	0.68	0.74	-0.017	0.022	-0.0203	ols_slope	0.6350980199492268	0.983758434534779	0	0	0.882	0.788	0.651	0.64	0.752	0.639	0.717	0.848	0.634	136	170	209	125	137	122	152	132	101
cadm1_dose		chr17:AURKB:t:8207840|17:8207840-8210529:-	AURKB	chr17:AURKB:t:8207840	t	8207840	17:8207840-8210529:-	17	8207840	8210529	-	153.6	0.237	0.345	0.22	-0.017	-0.012	-0.013	ols_slope	0.7455106480712587	0.983758434534779	0	0	0.313	0.17	0.245	0.356	0.397	0.241	0.325	0.146	0.179	115	153	208	146	204	116	154	130	156
cadm1_dose		chr19:DMKN:t:35505986|19:35505986-35509910:-	DMKN	chr19:DMKN:t:35505986	t	35505986	19:35505986-35509910:-	19	35505986	35509910	-	339.8	0.187	0.186	0.17	-0.017	-0.015	-0.009	ols_slope	0.8078137478379819	0.983758434534779	1	0	0.251	0.274	0.062	0.125	0.264	0.157	0.249	0.078	0.205	287	380	406	345	398	325	309	359	249
cadm1_dose		chrX:NONO:t:71290628|X:71284453-71290628:+	NONO	chrX:NONO:t:71290628	t	71290628	X:71284453-71290628:+	X	71284453	71290628	+	112.7	0.837	0.716	0.82	-0.017	0.009	-0.0058	ols_slope	0.8681107228105994	0.983758434534779	0	0	0.802	0.888	0.798	0.654	0.833	0.673	0.848	0.8	0.805	111	169	124	107	96	107	112	65	123
cadm1_dose		chr19:CNOT3:s:54144332|19:54144332-54145597:+	CNOT3	chr19:CNOT3:s:54144332	s	54144332	19:54144332-54145597:+	19	54144332	54145597	+	104.1	0.662	0.747	0.646	-0.017	-0.009	-0.0078	ols_slope	0.8887529508597428	0.9852858398157701	0	0	0.71	0.607	0.681	0.637	0.959	0.738	0.789	0.616	0.546	62	84	91	135	74	107	114	151	119
cadm1_dose		chr17:UBTF:s:44212818|17:44212454-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212454-44212818:-	17	44212454	44212818	-	186.4	0.766	0.742	0.748	-0.018	-0.035	-0.0252	ols_slope	0.5398229179576768	0.983758434534779	0	0	0.89	0.684	0.77	0.754	0.648	0.834	0.67	0.861	0.662	136	212	161	199	199	175	200	251	145
cadm1_dose		chr1:RBM34:t:235155112|1:235155112-235160892:-	RBM34	chr1:RBM34:t:235155112	t	235155112	1:235155112-235160892:-	1	235155112	235160892	-	106.9	0.282	0.152	0.265	-0.018	-0.082	0.0121	ols_slope	0.8035954415791375	0.983758434534779	0	0	0.32	0.33	0.07	0.016	0.18	0.202	0.278	0.25	0.265	97	115	43	61	111	104	144	136	151
cadm1_dose		chr10:RPP38:t:15103304|10:15102336-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15102336-15103304:+	10	15102336	15103304	+	122.9	0.404	0.301	0.386	-0.018	0.007	-0.0107	ols_slope	0.8030788319831714	0.983758434534779	0	0	0.268	0.454	0.484	0.297	0.325	0.285	0.315	0.31	0.517	127	152	124	101	117	151	143	71	120
cadm1_dose		chr14:MRPL52:t:22830052|14:22829940-22830052:+	MRPL52	chr14:MRPL52:t:22830052	t	22830052	14:22829940-22830052:+	14	22829940	22830052	+	102.1	0.92	0.949	0.902	-0.018		-0.0136	ols_slope	0.6891676928791226	0.983758434534779	0	0	1.0	0.896	0.887	0.975	1.0	0.851	0.955	0.778	0.968	97	96	159	118	107	87	112	81	62
cadm1_dose		chr14:PYGL:t:50935185|14:50935185-50937735:-	PYGL	chr14:PYGL:t:50935185	t	50935185	14:50935185-50937735:-	14	50935185	50937735	-	106.8	0.874	0.935	0.856	-0.018	0.041	-0.0134	ols_slope	0.7003081088371674	0.983758434534779	0	0	0.917	0.822	0.924	0.917	0.932	0.971	1.0	0.813	0.769	72	146	92	109	147	68	100	123	104
cadm1_dose		chr3:POC1A:t:52075985|3:52075985-52096568:-	POC1A	chr3:POC1A:t:52075985	t	52075985	3:52075985-52096568:-	3	52075985	52096568	-	123.1	0.712	0.621	0.693	-0.018	-0.001	-0.0072	ols_slope	0.8561538437839865	0.983758434534779	0	0	0.669	0.676	0.778	0.61	0.76	0.482	0.698	0.724	0.657	127	148	162	100	121	114	126	105	105
cadm1_dose		chr2:HTRA2:t:74532819|2:74531925-74532819:+	HTRA2	chr2:HTRA2:t:74532819	t	74532819	2:74531925-74532819:+	2	74531925	74532819	+	170.6	0.273	0.255	0.254	-0.019	0.002	-0.0088	ols_slope	0.8230037843246446	0.983758434534779	1	0	0.359	0.301	0.178	0.262	0.303	0.213	0.233	0.414	0.138	170	146	197	210	132	188	180	145	167
cadm1_dose		chr1:FAAP20:s:2193638|1:2192975-2193638:-	FAAP20	chr1:FAAP20:s:2193638	s	2193638	1:2192975-2193638:-	1	2192975	2193638	-	120.9	0.212	0.111	0.193	-0.019	0.045	0.0016	ols_slope	0.9659086782893357	0.9852858398157701	0	0	0.145	0.26	0.18	0.141	0.2	0.0	0.115	0.262	0.218	55	204	189	156	90	114	96	65	119
cadm1_dose		chr1:CHTOP:s:153638448|1:153638448-153642242:+	CHTOP	chr1:CHTOP:s:153638448	s	153638448	1:153638448-153642242:+	1	153638448	153642242	+	176.4	0.516	0.551	0.496	-0.02	0.006	-0.0182	ols_slope	0.6313238491202432	0.983758434534779	0	0	0.476	0.549	0.52	0.553	0.601	0.478	0.633	0.355	0.447	164	175	277	190	163	115	218	172	114
cadm1_dose		chr17:RPL19:s:39202443|17:39202445-39202993:+	RPL19	chr17:RPL19:s:39202443	s	39202443	17:39202445-39202993:+	17	39202445	39202993	+	139.3	0.031	0.104	0.011	-0.02	-0.024	-0.0102	ols_slope	0.7697656210447316	0.983758434534779	0	0	0.0	0.054	0.034	0.246	0.054	0.089	0.027	0.0	0.0	145	166	148	61	130	146	187	144	127
