contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_Ris_dose_25mM-1	psi_Ris_dose_25mM-2	psi_Ris_dose_25mM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_Ris_dose_25mM-1	n_Ris_dose_25mM-2	n_Ris_dose_25mM-3
ris_low		chr6:BAG6:s:31640198|6:31639646-31640198:-	BAG6	chr6:BAG6:s:31640198	s	31640198	6:31639646-31640198:-	6	31639646	31640198	-	211.7	0.502		0.486	-0.017	0.011		welch	0.9194231183197474	0.9813826720465214	0	0	0.528	0.406	0.57	0.62	0.376	0.48	142	244	291	150	170	273
ris_low		chr7:TAF6:s:100113615|7:100112917-100113615:-	TAF6	chr7:TAF6:s:100113615	s	100113615	7:100112917-100113615:-	7	100112917	100113615	-	103.3	0.085		0.067	-0.018	0.027		welch	0.739736391780855	0.9791561399089092	0	0	0.108	0.008	0.139	0.019	0.281	0.054	93	123	137	106	32	129
ris_low		chr19:SAFB:s:5667164|19:5667164-5667352:+	SAFB	chr19:SAFB:s:5667164	s	5667164	19:5667164-5667352:+	19	5667164	5667352	+	556.0	0.223		0.205	-0.019	-0.015		welch	0.48716035392915485	0.9646329354635802	0	0	0.378	0.239	0.158	0.227	0.176	0.208	323	556	893	520	476	568
ris_low		chr5:HNRNPH1:t:179616958|5:179616958-179617050:-	HNRNPH1	chr5:HNRNPH1:t:179616958	t	179616958	5:179616958-179617050:-	5	179616958	179617050	-	376.3	0.897		0.878	-0.019	-0.008		welch	0.5938513252908947	0.9646329354635802	0	0	0.898	0.898	0.895	0.876	0.726	0.959	294	540	474	348	208	394
ris_low		chr1:NASP:t:45613168|1:45606591-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45606591-45613168:+	1	45606591	45613168	+	104.3	0.635		0.617	-0.019	0.033		welch	0.8674051989735765	0.9791561399089092	0	0	0.757	0.712	0.483	0.691	0.758	0.433	115	111	147	97	66	90
ris_low		chr2:MRPL33:t:27779432|2:27772692-27779432:+	MRPL33	chr2:MRPL33:t:27779432	t	27779432	2:27772692-27779432:+	2	27772692	27779432	+	100.7	0.501		0.481	-0.02	-0.038		welch	0.8124459343674306	0.9791561399089092	0	0	0.301	0.531	0.627	0.5	0.387	0.491	103	128	134	102	31	106
ris_low		chr6:CUTA:t:33417695|6:33417695-33418086:-	CUTA	chr6:CUTA:t:33417695	t	33417695	6:33417695-33418086:-	6	33417695	33418086	-	125.0	0.42		0.4	-0.02	0.017		welch	0.9007193604857046	0.9791561399089092	0	0	0.337	0.454	0.438	0.619	0.26	0.299	101	152	192	105	73	127
ris_low		chrX:FMR1:s:147943326|X:147943326-147944943:+	FMR1	chrX:FMR1:s:147943326	s	147943326	X:147943326-147944943:+	X	147943326	147944943	+	222.0	0.243		0.221	-0.022	-0.031		welch	0.5869307874989205	0.9646329354635802	0	0	0.188	0.198	0.397	0.291	0.182	0.168	452	258	237	158	66	161
ris_low		chr22:ENSG00000286129:s:22298211|22:22298211-22303223:+	ENSG00000286129	chr22:ENSG00000286129:s:22298211	s	22298211	22:22298211-22303223:+	22	22298211	22303223	+	100.7	0.923		0.9	-0.022			welch	0.6804238540789744	0.970403147595853	0	0	0.8	1.0	0.925	0.758	0.873	0.979	85	131	107	66	71	144
ris_low		chr19:PRMT1:s:49677316|19:49677316-49679871:+	PRMT1	chr19:PRMT1:s:49677316	s	49677316	19:49677316-49679871:+	19	49677316	49679871	+	154.7	0.129		0.106	-0.022	-0.013		welch	0.9480926815964644	0.9813826720465214	0	0	0.025	0.156	0.187	0.215	0.092	0.047	160	205	187	107	98	171
ris_low		chrX:TCEAL3:t:103608603|X:103608070-103608603:+	TCEAL3	chrX:TCEAL3:t:103608603	t	103608603	X:103608070-103608603:+	X	103608070	103608603	+	113.3	0.147		0.125	-0.022	0.018		welch	0.9910794231059915	0.9910794231059915	0	0	0.176	0.172	0.105	0.031	0.296	0.123	119	134	162	97	54	114
ris_low		chr4:PCGF3:t:733671|4:732498-733671:+	PCGF3	chr4:PCGF3:t:733671	t	733671	4:732498-733671:+	4	732498	733671	+	145.5	0.176		0.152	-0.023	-0.013		welch	0.5939383373019547	0.9646329354635802	0	0	0.431	0.057	0.189	0.161	0.176	0.133	72	176	185	137	108	195
ris_low		chr13:POLR1D:s:27622009|13:27622009-27622874:+	POLR1D	chr13:POLR1D:s:27622009	s	27622009	13:27622009-27622874:+	13	27622009	27622874	+	206.2	0.84		0.818	-0.023	-0.07		welch	0.7569881441497572	0.9791561399089092	0	0	0.768	0.871	0.869	0.928	0.819	0.679	228	271	283	194	105	156
ris_low		chr15:SNAPC5:s:66497641|15:66494552-66497641:-	SNAPC5	chr15:SNAPC5:s:66497641	s	66497641	15:66494552-66497641:-	15	66494552	66497641	-	133.7	0.418		0.395	-0.023	-0.036		welch	0.9008236487161964	0.9791561399089092	0	0	0.368	0.454	0.426	0.353	0.614	0.233	190	229	155	85	70	73
ris_low		chr11:GATD1:t:767373|11:767373-771332:-	GATD1	chr11:GATD1:t:767373	t	767373	11:767373-771332:-	11	767373	771332	-	103.7	0.817		0.792	-0.024	-0.072		welch	0.7748391986259084	0.9791561399089092	0	0	0.808	0.815	0.828	0.822	0.945	0.578	73	173	87	90	109	90
ris_low		chr7:WIPI2:t:5230834|7:5229738-5230834:+	WIPI2	chr7:WIPI2:t:5230834	t	5230834	7:5229738-5230834:+	7	5229738	5230834	+	130.3	0.788		0.765	-0.024	-0.046		welch	0.9634930505944743	0.9843311693128727	0	0	0.747	0.875	0.742	0.619	0.941	0.82	91	144	190	139	68	150
ris_low		chr2:EEF1B2:s:206159684|2:206159684-206159912:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159912:+	2	206159684	206159912	+	107.5	0.218		0.193	-0.025	-0.051		welch	0.6473613733156621	0.9646329354635802	0	0	0.333	0.109	0.235	0.237	0.2	0.129	108	138	166	118	30	85
ris_low		chr6:HDDC2:t:125292909|6:125292909-125300537:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125300537:-	6	125292909	125300537	-	132.5	0.769		0.744	-0.025	0.046		welch	0.6285854465283824	0.9646329354635802	0	0	0.733	0.685	0.923	0.744	0.696	0.774	101	219	143	129	79	124
ris_low		chr8:CYRIB:s:129939607|8:129904585-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129904585-129939607:-	8	129904585	129939607	-	169.0	0.681		0.655	-0.026	-0.028		welch	0.5023494370724658	0.9646329354635802	0	0	0.692	0.779	0.567	0.626	0.467	0.729	130	190	178	179	75	262
ris_low		chr17:CEP131:s:81192317|17:81191332-81192317:-	CEP131	chr17:CEP131:s:81192317	s	81192317	17:81191332-81192317:-	17	81191332	81192317	-	107.2	0.116		0.089	-0.026	-0.053		welch	0.9477102132068331	0.9813826720465214	0	0	0.207	0.115	0.052	0.072	0.262	0.022	82	131	116	111	65	138
ris_low		chrX:UPF3B:t:119838527|X:119838527-119840645:-	UPF3B	chrX:UPF3B:t:119838527	t	119838527	X:119838527-119840645:-	X	119838527	119840645	-	115.0	0.159		0.132	-0.027	-0.021		welch	0.899981121729539	0.9791561399089092	0	0	0.222	0.159	0.101	0.084	0.333	0.101	81	126	89	143	63	188
ris_low		chr11:GATD1:s:771332|11:771104-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:771104-771332:-	11	771104	771332	-	118.7	0.118		0.087	-0.03	0.011		welch	0.5578349960225141	0.9646329354635802	0	0	0.248	0.079	0.057	0.0	0.103	0.14	105	164	122	82	146	93
ris_low		chr19:ELAVL1:t:7963807|19:7963807-7973558:-	ELAVL1	chr19:ELAVL1:t:7963807	t	7963807	19:7963807-7973558:-	19	7963807	7973558	-	109.3	0.202		0.171	-0.031	-0.052		welch	0.788125091473873	0.9791561399089092	0	0	0.311	0.173	0.147	0.333	0.131	0.086	103	104	150	84	99	116
ris_low		chr1:FAAP20:s:2193638|1:2192975-2193638:-	FAAP20	chr1:FAAP20:s:2193638	s	2193638	1:2192975-2193638:-	1	2192975	2193638	-	132.7	0.212		0.181	-0.031	-0.009		welch	0.9562507164567119	0.9843311693128727	0	0	0.145	0.26	0.18	0.122	0.127	0.323	55	204	189	115	134	99
ris_low		chr19:RANBP3:t:5928087|19:5928087-5931403:-	RANBP3	chr19:RANBP3:t:5928087	t	5928087	19:5928087-5931403:-	19	5928087	5931403	-	133.7	0.507		0.476	-0.032	0.006		welch	0.63060371729781	0.9646329354635802	0	0	0.538	0.607	0.398	0.365	0.559	0.488	93	196	206	85	93	129
ris_low		chr22:SMARCB1:t:23793558|22:23791894-23793558:+	SMARCB1	chr22:SMARCB1:t:23793558	t	23793558	22:23791894-23793558:+	22	23791894	23793558	+	111.5	0.474		0.441	-0.033	-0.02		welch	0.4906947245406564	0.9646329354635802	0	0	0.571	0.332	0.617	0.297	0.421	0.543	140	190	94	64	76	105
ris_low		chr16:SH2B1:t:28873169|16:28872705-28873169:+	SH2B1	chr16:SH2B1:t:28873169	t	28873169	16:28872705-28873169:+	16	28872705	28873169	+	162.2	0.758		0.724	-0.034	-0.03		welch	0.5547208499887769	0.9646329354635802	0	0	0.689	0.736	0.835	0.69	0.62	0.812	167	129	188	184	108	197
ris_low		chr19:TCF3:t:1611849|19:1611849-1615284:-	TCF3	chr19:TCF3:t:1611849	t	1611849	19:1611849-1615284:-	19	1611849	1615284	-	243.0	0.499		0.466	-0.034	-0.006		welch	0.46099213100692893	0.9646329354635802	0	0	0.563	0.557	0.414	0.558	0.351	0.434	215	203	295	328	205	212
ris_low		chr15:SNAPC5:t:66494552|15:66494552-66497641:-	SNAPC5	chr15:SNAPC5:t:66494552	t	66494552	15:66494552-66497641:-	15	66494552	66497641	-	132.8	0.424		0.39	-0.034	-0.021		welch	0.9001008867100295	0.9791561399089092	0	0	0.374	0.484	0.402	0.38	0.623	0.205	187	215	164	79	69	83
ris_low		chr5:TCOF1:s:150392176|5:150392176-150392704:+	TCOF1	chr5:TCOF1:s:150392176	s	150392176	5:150392176-150392704:+	5	150392176	150392704	+	141.5	0.697		0.661	-0.035	-0.046		welch	0.5831576469695778	0.9646329354635802	0	0	0.724	0.604	0.774	0.571	0.686	0.723	98	159	155	161	70	206
ris_low		chr19:CIRBP:s:1269410|19:1269410-1270927:+	CIRBP	chr19:CIRBP:s:1269410	s	1269410	19:1269410-1270927:+	19	1269410	1270927	+	186.5	0.922		0.886	-0.036	-0.056		welch	0.642319461262213	0.9646329354635802	0	0	0.906	0.931	0.926	0.957	0.718	0.958	171	202	244	209	149	144
ris_low		chr11:TRPT1:s:64224284|11:64224210-64224284:-	TRPT1	chr11:TRPT1:s:64224284	s	64224284	11:64224210-64224284:-	11	64224210	64224284	-	169.2	0.61		0.573	-0.037	-0.068		welch	0.5193815639757846	0.9646329354635802	0	0	0.59	0.527	0.761	0.569	0.559	0.586	212	264	176	130	93	140
ris_low		chr3:UQCC5:t:52540423|3:52534877-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52534877-52540423:+	3	52534877	52540423	+	110.8	0.164		0.127	-0.037	-0.024		welch	0.5330765843376607	0.9646329354635802	0	0	0.339	0.144	0.106	0.173	0.189	0.05	62	181	123	104	74	121
ris_low		chr19:HNRNPUL1:t:41268222|19:41264692-41268222:+	HNRNPUL1	chr19:HNRNPUL1:t:41268222	t	41268222	19:41264692-41268222:+	19	41264692	41268222	+	137.0	0.185		0.148	-0.037	-0.062		welch	0.7131123017866361	0.9760641995173178	0	0	0.216	0.243	0.077	0.054	0.191	0.206	125	202	143	129	68	155
ris_low		chr16:KARS1:s:75647577|16:75641723-75647577:-	KARS1	chr16:KARS1:s:75647577	s	75647577	16:75641723-75647577:-	16	75641723	75647577	-	101.8	0.874		0.837	-0.037	-0.062		welch	0.8307896417335072	0.9791561399089092	0	0	0.847	0.902	0.845	0.727	1.0	0.927	85	184	103	121	36	82
ris_low		chr8:PUF60:t:143821913|8:143821913-143829279:-	PUF60	chr8:PUF60:t:143821913	t	143821913	8:143821913-143829279:-	8	143821913	143829279	-	205.5	0.238		0.201	-0.037	-0.057		welch	0.876534830417541	0.9791561399089092	0	0	0.114	0.222	0.326	0.333	0.131	0.153	140	338	258	150	145	202
ris_low		chr19:ERCC1:s:45414860|19:45414034-45414860:-	ERCC1	chr19:ERCC1:s:45414860	s	45414860	19:45414034-45414860:-	19	45414034	45414860	-	116.5	0.617		0.579	-0.039	-0.033		welch	0.8548564757098194	0.9791561399089092	0	0	0.617	0.793	0.469	0.471	0.688	0.652	60	121	143	170	93	112
ris_low		chr8:PUF60:s:143829279|8:143821913-143829279:-	PUF60	chr8:PUF60:s:143829279	s	143829279	8:143821913-143829279:-	8	143821913	143829279	-	212.0	0.232		0.193	-0.039	-0.045		welch	0.7940064426893618	0.9791561399089092	0	0	0.094	0.23	0.326	0.292	0.114	0.171	170	326	258	171	166	181
ris_low		chr17:BIRC5:t:78216663|17:78214789-78216663:+	BIRC5	chr17:BIRC5:t:78216663	t	78216663	17:78214789-78216663:+	17	78214789	78216663	+	102.2	0.878		0.839	-0.039	-0.047		welch	0.8987144298026335	0.9791561399089092	0	0	0.8	0.899	0.906	0.687	1.0	0.877	80	109	138	99	65	122
ris_low		chr5:TCOF1:t:150391956|5:150391657-150391956:+	TCOF1	chr5:TCOF1:t:150391956	t	150391956	5:150391657-150391956:+	5	150391657	150391956	+	167.3	0.577		0.536	-0.04	-0.015		welch	0.6736686415179782	0.9693309269035708	0	0	0.5	0.498	0.69	0.574	0.466	0.548	146	203	239	176	116	124
ris_low		chr10:CUTC:t:99736245|10:99732409-99736245:+	CUTC	chr10:CUTC:t:99736245	t	99736245	10:99732409-99736245:+	10	99732409	99736245	+	102.0	0.917		0.878	-0.04	-0.009		welch	0.771881286041201	0.9791561399089092	0	0	0.964	0.935	0.862	0.929	1.0	0.756	83	169	123	99	48	90
ris_low		chr10:RPP38:t:15103304|10:15097766-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15097766-15103304:+	10	15097766	15103304	+	119.2	0.196		0.154	-0.042	0.017		welch	0.3791013781873461	0.9646329354635802	0	0	0.228	0.158	0.21	0.097	0.024	0.25	127	152	124	134	42	136
ris_low		chr11:ANAPC15:s:72112649|11:72111496-72112649:-	ANAPC15	chr11:ANAPC15:s:72112649	s	72112649	11:72111496-72112649:-	11	72111496	72112649	-	116.2	0.753		0.711	-0.042	-0.01		welch	0.8735740513914674	0.9791561399089092	0	0	0.619	0.789	0.819	0.63	0.821	0.734	113	166	138	119	67	94
ris_low		chr14:BCL2L2-PABPN1:s:23308199|14:23308199-23322180:+	BCL2L2-PABPN1	chr14:BCL2L2-PABPN1:s:23308199	s	23308199	14:23308199-23322180:+	14	23308199	23322180	+	106.7	0.397		0.354	-0.042	-0.01		welch	0.775825633891314	0.9791561399089092	0	0	0.391	0.296	0.495	0.24	0.298	0.543	87	98	105	150	84	116
ris_low		chr17:UBTF:s:44212818|17:44212454-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212454-44212818:-	17	44212454	44212818	-	149.3	0.766		0.724	-0.043	0.004		welch	0.3801553392265602	0.9646329354635802	0	0	0.89	0.684	0.77	0.723	0.627	0.774	136	212	161	166	75	146
ris_low		chr2:MRPL33:t:27779432|2:27774530-27779432:+	MRPL33	chr2:MRPL33:t:27779432	t	27779432	2:27774530-27779432:+	2	27774530	27779432	+	100.7	0.471		0.427	-0.044	0.01		welch	0.9138751192190392	0.9813826720465214	0	0	0.65	0.469	0.336	0.461	0.613	0.34	103	128	134	102	31	106
ris_low		chr16:INO80E:s:30001040|16:30001040-30001413:+	INO80E	chr16:INO80E:s:30001040	s	30001040	16:30001040-30001413:+	16	30001040	30001413	+	137.2	0.481		0.436	-0.045	0.009		welch	0.6514109470071706	0.9646329354635802	0	0	0.4	0.631	0.388	0.423	0.281	0.552	120	157	147	104	121	174
ris_low		chr6:BAG6:t:31639226|6:31639226-31639499:-	BAG6	chr6:BAG6:t:31639226	t	31639226	6:31639226-31639499:-	6	31639226	31639499	-	245.2	0.584		0.539	-0.045	0.012		welch	0.6269907043706772	0.9646329354635802	0	0	0.67	0.548	0.563	0.702	0.451	0.487	203	321	286	191	193	277
ris_low		chrX:EOLA2:t:149937480|X:149937480-149938192:-	EOLA2	chrX:EOLA2:t:149937480	t	149937480	X:149937480-149938192:-	X	149937480	149938192	-	110.0	0.813		0.767	-0.046	-0.033		welch	0.8347805469310724	0.9791561399089092	0	0	0.787	0.742	0.905	0.919	0.757	0.704	80	120	116	74	111	159
ris_low		chr3:POC1A:t:52075985|3:52075985-52096568:-	POC1A	chr3:POC1A:t:52075985	t	52075985	3:52075985-52096568:-	3	52075985	52096568	-	127.2	0.712		0.666	-0.046	-0.03		welch	0.9701958230179799	0.9843311693128727	0	0	0.669	0.676	0.778	0.633	0.878	0.623	127	148	162	139	49	138
ris_low		chr19:PTBP1:s:805187|19:805187-805491:+	PTBP1	chr19:PTBP1:s:805187	s	805187	19:805187-805491:+	19	805187	805491	+	228.3	0.474		0.428	-0.047	-0.013		welch	0.5197239591405943	0.9646329354635802	0	0	0.508	0.478	0.438	0.573	0.28	0.368	264	297	276	206	118	209
ris_low		chr22:PES1:s:30581011|22:30580686-30581011:-	PES1	chr22:PES1:s:30581011	s	30581011	22:30580686-30581011:-	22	30580686	30581011	-	110.8	0.134		0.086	-0.048	-0.014		welch	0.5792533920507732	0.9646329354635802	0	0	0.17	0.0	0.182	0.063	0.0	0.155	135	97	165	95	63	110
ris_low		chr16:CARMIL2:s:67656645|16:67656645-67656800:+	CARMIL2	chr16:CARMIL2:s:67656645	s	67656645	16:67656645-67656800:+	16	67656645	67656800	+	152.0	0.132		0.084	-0.049	-0.057		welch	0.5743940736950797	0.9646329354635802	0	0	0.09	0.093	0.211	0.228	0.0	0.006	156	193	180	136	93	154
ris_low		chr9:FAM120A:t:93561108|9:93558715-93561108:+	FAM120A	chr9:FAM120A:t:93561108	t	93561108	9:93558715-93561108:+	9	93558715	93561108	+	107.2	0.188		0.139	-0.049	-0.059		welch	0.5085368728291593	0.9646329354635802	0	0	0.286	0.25	0.047	0.132	0.044	0.211	70	136	107	106	91	133
ris_low		chr5:HNRNPH1:s:179617513|5:179617110-179617513:-	HNRNPH1	chr5:HNRNPH1:s:179617513	s	179617513	5:179617110-179617513:-	5	179617110	179617513	-	180.8	0.958		0.908	-0.05	-0.032		welch	0.35218365223511056	0.9646329354635802	0	0	0.984	0.98	0.925	0.88	0.782	1.0	125	255	268	175	87	175
ris_low		chr7:SSBP1:t:141739123|7:141738503-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738503-141739123:+	7	141738503	141739123	+	130.5	0.548		0.497	-0.051	-0.015		welch	0.8987450058411018	0.9791561399089092	0	0	0.346	0.559	0.634	0.465	0.535	0.5	78	188	161	129	99	128
ris_low		chr9:SIGMAR1:t:34635858|9:34635858-34636996:-	SIGMAR1	chr9:SIGMAR1:t:34635858	t	34635858	9:34635858-34636996:-	9	34635858	34636996	-	145.7	0.926		0.873	-0.053	-0.038		welch	0.4079621609843897	0.9646329354635802	0	0	0.944	0.876	0.963	0.961	0.745	0.877	124	169	164	152	110	155
ris_low		chr17:CEP131:s:81192317|17:81191350-81192317:-	CEP131	chr17:CEP131:s:81192317	s	81192317	17:81191350-81192317:-	17	81191350	81192317	-	107.2	0.198		0.143	-0.054	0.019		welch	0.8207499445572354	0.9791561399089092	0	0	0.11	0.214	0.241	0.144	0.292	0.072	82	131	116	111	65	138
ris_low		chr21:PRMT2:s:46635763|21:46635763-46636438:+	PRMT2	chr21:PRMT2:s:46635763	s	46635763	21:46635763-46636438:+	21	46635763	46636438	+	102.7	0.477		0.421	-0.056	-0.089		welch	0.46300985756854457	0.9646329354635802	0	0	0.578	0.478	0.416	0.326	0.534	0.425	90	92	149	92	73	120
ris_low		chr12:C12orf57:t:6945770|12:6944565-6945770:+	C12orf57	chr12:C12orf57:t:6945770	t	6945770	12:6944565-6945770:+	12	6944565	6945770	+	103.3	0.282		0.226	-0.056	-0.034		welch	0.5485066401960965	0.9646329354635802	0	0	0.207	0.31	0.314	0.318	0.261	0.102	92	113	118	88	111	98
ris_low		chr1:FAAP20:t:2189781|1:2189781-2193638:-	FAAP20	chr1:FAAP20:t:2189781	t	2189781	1:2189781-2193638:-	1	2189781	2193638	-	119.5	0.892		0.835	-0.057	-0.051		welch	0.8791210059166542	0.9791561399089092	0	0	0.71	0.88	0.98	1.0	0.867	0.638	62	166	150	99	135	105
ris_low		chr16:INO80E:t:30005220|16:30001530-30005220:+	INO80E	chr16:INO80E:t:30005220	t	30005220	16:30001530-30005220:+	16	30001530	30005220	+	190.0	0.62		0.562	-0.057	-0.033		welch	0.8733917131259291	0.9791561399089092	0	0	0.353	0.697	0.672	0.642	0.387	0.624	116	195	299	162	150	218
ris_low		chr7:GIGYF1:t:100681771|7:100681771-100682071:-	GIGYF1	chr7:GIGYF1:t:100681771	t	100681771	7:100681771-100682071:-	7	100681771	100682071	-	102.7	0.147		0.089	-0.058	-0.04		welch	0.4067578249110335	0.9646329354635802	0	0	0.132	0.309	0.086	0.063	0.191	0.038	114	81	186	63	68	104
ris_low		chr7:GGCT:t:30498938|7:30498938-30504568:-	GGCT	chr7:GGCT:t:30498938	t	30498938	7:30498938-30504568:-	7	30498938	30504568	-	104.8	0.744		0.685	-0.059	-0.116		welch	0.5281090976127648	0.9646329354635802	0	0	0.676	0.775	0.778	0.729	0.785	0.544	139	111	176	70	65	68
ris_low		chr11:CTTN:t:70422939|11:70421580-70422939:+	CTTN	chr11:CTTN:t:70422939	t	70422939	11:70421580-70422939:+	11	70421580	70422939	+	142.3	0.944		0.885	-0.059	-0.057		welch	0.7182429960932721	0.9760641995173178	0	0	0.918	0.947	0.958	0.962	1.0	0.774	122	227	191	131	46	137
ris_low		chr12:ENSG00000257379:t:53467220|12:53465973-53467220:+	ENSG00000257379	chr12:ENSG00000257379:t:53467220	t	53467220	12:53465973-53467220:+	12	53465973	53467220	+	174.3	0.792		0.733	-0.06	-0.025		welch	0.5636674819749281	0.9646329354635802	0	0	0.904	0.741	0.734	0.824	0.771	0.632	198	185	214	159	105	185
ris_low		chr16:RHOT2:t:668655|16:668569-668655:+	RHOT2	chr16:RHOT2:t:668655	t	668655	16:668569-668655:+	16	668569	668655	+	129.7	0.908		0.847	-0.061	-0.074		welch	0.33063643777922735	0.9646329354635802	0	0	0.978	0.895	0.889	0.937	0.859	0.708	93	133	252	126	85	89
ris_low		chr16:TNRC6A:s:24729846|16:24729846-24730252:+	TNRC6A	chr16:TNRC6A:s:24729846	s	24729846	16:24729846-24730252:+	16	24729846	24730252	+	118.3	0.753		0.692	-0.062	-0.025		welch	0.4931756757034847	0.9646329354635802	0	0	0.652	0.844	0.758	0.761	0.542	0.747	92	96	120	134	118	150
ris_low		chr19:VASP:s:45522581|19:45522581-45522720:+	VASP	chr19:VASP:s:45522581	s	45522581	19:45522581-45522720:+	19	45522581	45522720	+	178.7	0.182		0.12	-0.062	-0.013		welch	0.2839643661412941	0.9646329354635802	0	0	0.283	0.135	0.176	0.168	0.164	0.0	127	251	210	191	159	134
ris_low		chrX:MECP2:s:154097603|X:154032557-154097603:-	MECP2	chrX:MECP2:s:154097603	s	154097603	X:154032557-154097603:-	X	154032557	154097603	-	146.8	0.516		0.453	-0.063	-0.081		welch	0.46447711049721746	0.9646329354635802	0	0	0.546	0.373	0.634	0.531	0.356	0.44	130	161	164	145	90	191
ris_low		chr17:CEP131:s:81193925|17:81192593-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192593-81193925:-	17	81192593	81193925	-	170.2	0.278		0.214	-0.063	-0.093		welch	0.7065157593393656	0.9760641995173178	0	0	0.356	0.149	0.34	0.224	0.4	0.082	180	181	147	254	100	159
ris_low		chr19:ISOC2:t:55455330|19:55455330-55455635:-	ISOC2	chr19:ISOC2:t:55455330	t	55455330	19:55455330-55455635:-	19	55455330	55455635	-	118.5	0.736		0.673	-0.063	-0.018		welch	0.7969415125331856	0.9791561399089092	0	0	0.595	0.734	0.797	0.581	0.778	0.698	79	109	187	129	81	126
ris_low		chr8:SNHG6:t:66922392|8:66922392-66925436:-	SNHG6	chr8:SNHG6:t:66922392	t	66922392	8:66922392-66925436:-	8	66922392	66925436	-	151.7	0.552		0.489	-0.063	-0.029		welch	0.9750668759546338	0.9843311693128727	0	0	0.4	0.548	0.681	0.439	0.75	0.426	115	230	144	155	76	190
ris_low		chr19:LSM14A:s:34209051|19:34209051-34215595:+	LSM14A	chr19:LSM14A:s:34209051	s	34209051	19:34209051-34215595:+	19	34209051	34215595	+	132.5	0.401		0.338	-0.064	0.02		welch	0.41077462629167105	0.9646329354635802	0	0	0.508	0.272	0.491	0.456	0.279	0.266	130	180	106	136	104	139
ris_low		chr19:DMKN:s:35505717|19:35502886-35505717:-	DMKN	chr19:DMKN:s:35505717	s	35505717	19:35502886-35505717:-	19	35502886	35505717	-	201.8	0.337		0.273	-0.064	-0.098		welch	0.526982664480969	0.9646329354635802	0	0	0.358	0.23	0.407	0.403	0.178	0.235	226	244	305	139	118	179
ris_low		chr1:FLAD1:t:154992712|1:154990528-154992712:+	FLAD1	chr1:FLAD1:t:154992712	t	154992712	1:154990528-154992712:+	1	154990528	154992712	+	113.7	0.851		0.787	-0.064	-0.054		welch	0.4021101001591284	0.9646329354635802	0	0	0.851	0.822	0.885	0.914	0.714	0.721	134	135	113	105	84	111
ris_low		chr21:NDUFV3:t:42908863|21:42904276-42908863:+	NDUFV3	chr21:NDUFV3:t:42908863	t	42908863	21:42904276-42908863:+	21	42904276	42908863	+	183.5	0.281		0.217	-0.064	0.002		welch	0.5877773958273875	0.9646329354635802	0	0	0.164	0.364	0.287	0.364	0.091	0.185	165	214	247	143	110	222
ris_low		chr14:BRF1:s:105221647|14:105220130-105221647:-	BRF1	chr14:BRF1:s:105221647	s	105221647	14:105220130-105221647:-	14	105220130	105221647	-	105.2	0.859		0.794	-0.065	-0.061		welch	0.4199280074666821	0.9646329354635802	0	0	0.919	0.846	0.821	0.897	0.623	0.817	99	143	112	107	77	93
ris_low		chr10:STK32C:t:132330485|10:132330485-132331435:-	STK32C	chr10:STK32C:t:132330485	t	132330485	10:132330485-132331435:-	10	132330485	132331435	-	163.0	0.788		0.723	-0.065	-0.074		welch	0.3741118689285211	0.9646329354635802	0	0	0.785	0.764	0.814	0.734	0.542	0.813	158	182	194	139	107	198
ris_low		chr1:DNAJC8:s:28232920|1:28205306-28232920:-	DNAJC8	chr1:DNAJC8:s:28232920	s	28232920	1:28205306-28232920:-	1	28205306	28232920	-	132.8	0.146		0.08	-0.066	-0.034		welch	0.34766168667726494	0.9646329354635802	0	0	0.269	0.035	0.212	0.073	0.113	0.072	108	201	137	123	62	166
ris_low		chr5:SRA1:s:140557146|5:140551169-140557146:-	SRA1	chr5:SRA1:s:140557146	s	140557146	5:140551169-140557146:-	5	140551169	140557146	-	108.0	0.199		0.134	-0.066	-0.054		welch	0.6910638243840334	0.9729937671749059	0	0	0.108	0.149	0.271	0.293	0.073	0.041	74	101	166	99	110	98
ris_low		chr7:EIF3B:s:2379511|7:2379511-2380203:+	EIF3B	chr7:EIF3B:s:2379511	s	2379511	7:2379511-2380203:+	7	2379511	2380203	+	126.2	0.462		0.395	-0.067	0.038		welch	0.5264403379998128	0.9646329354635802	0	0	0.429	0.433	0.514	0.266	0.5	0.444	112	134	146	128	86	151
