gene_id	symbol	min_over_methods_mean_log2cpm	rank
ENSG00000139637	MYG1	5.4037	2583
ENSG00000100242	SUN2	5.4036	2584
ENSG00000128487	SPECC1	5.4035	2585
ENSG00000110092	CCND1	5.4031	2586
ENSG00000067248	DHX29	5.4012	2587
ENSG00000107815	TWNK	5.3999	2588
ENSG00000118689	FOXO3	5.3999	2589
ENSG00000068097	HEATR6	5.3993	2590
ENSG00000244687	UBE2V1	5.3993	2591
ENSG00000006042	TMEM98	5.399	2592
ENSG00000141580	WDR45B	5.3988	2593
ENSG00000173540	GMPPB	5.396	2594
ENSG00000119408	NEK6	5.3958	2595
ENSG00000180329	CCDC43	5.3956	2596
ENSG00000167645	YIF1B	5.3955	2597
ENSG00000158805	ZNF276	5.3939	2598
ENSG00000159128	IFNGR2	5.3923	2599
ENSG00000203485	INF2	5.3923	2600
ENSG00000107731	UNC5B	5.3921	2601
ENSG00000132275	RRP8	5.3904	2602
ENSG00000066136	NFYC	5.3904	2603
ENSG00000082641	NFE2L1	5.3901	2604
ENSG00000278615	C11orf98	5.39	2605
ENSG00000204842	ATXN2	5.3892	2606
ENSG00000124570	SERPINB6	5.3892	2607
ENSG00000130511	SSBP4	5.3891	2608
ENSG00000110721	CHKA	5.3889	2609
ENSG00000130881	LRP3	5.3886	2610
ENSG00000120314	WDR55	5.3884	2611
ENSG00000106992	AK1	5.3879	2612
ENSG00000167699	GLOD4	5.3876	2613
ENSG00000180398	MCFD2	5.3876	2614
ENSG00000221988	PPT2	5.3868	2615
ENSG00000160447	PKN3	5.3864	2616
ENSG00000169241	SLC50A1	5.385	2617
ENSG00000186283	TOR3A	5.3848	2618
ENSG00000102265	TIMP1	5.3836	2619
ENSG00000007168	PAFAH1B1	5.3823	2620
ENSG00000116863	ADPRS	5.3813	2621
ENSG00000023228	NDUFS1	5.3809	2622
ENSG00000138443	ABI2	5.3809	2623
ENSG00000175324	LSM1	5.3809	2624
ENSG00000083520	DIS3	5.3797	2625
ENSG00000185591	SP1	5.3797	2626
ENSG00000254999	BRK1	5.3794	2627
ENSG00000114023	FAM162A	5.3789	2628
ENSG00000125505	MBOAT7	5.3775	2629
ENSG00000073536	NLE1	5.3771	2630
ENSG00000137310	TCF19	5.3763	2631
ENSG00000100994	PYGB	5.3758	2632
ENSG00000128191	DGCR8	5.3753	2633
ENSG00000094631	HDAC6	5.3748	2634
ENSG00000105849	POLR1F	5.3742	2635
ENSG00000116017	ARID3A	5.3735	2636
ENSG00000145734	BDP1	5.3734	2637
ENSG00000143398	PIP5K1A	5.3734	2638
ENSG00000100038	TOP3B	5.3733	2639
ENSG00000131844	MCCC2	5.3727	2640
ENSG00000136802	LRRC8A	5.3724	2641
ENSG00000115568	ZNF142	5.3711	2642
ENSG00000116353	MECR	5.3698	2643
ENSG00000103496	STX4	5.3696	2644
ENSG00000101945	SUV39H1	5.3686	2645
ENSG00000121892	PDS5A	5.3686	2646
ENSG00000172586	CHCHD1	5.3678	2647
ENSG00000138029	HADHB	5.3676	2648
ENSG00000144659	SLC25A38	5.3674	2649
ENSG00000133398	MED10	5.3672	2650
ENSG00000141447	OSBPL1A	5.3669	2651
ENSG00000163946	TASOR	5.3669	2652
ENSG00000213639	PPP1CB	5.3642	2653
ENSG00000163528	CHCHD4	5.3633	2654
ENSG00000135451	TROAP	5.3626	2655
ENSG00000166171	DPCD	5.3606	2656
ENSG00000100105	PATZ1	5.3604	2657
ENSG00000101412	E2F1	5.3603	2658
ENSG00000184708	EIF4ENIF1	5.3597	2659
ENSG00000159873	CCDC117	5.3596	2660
ENSG00000116205	TCEANC2	5.3592	2661
ENSG00000095059	DHPS	5.3589	2662
ENSG00000140479	PCSK6	5.3588	2663
ENSG00000124380	SNRNP27	5.3578	2664
ENSG00000164182	NDUFAF2	5.3575	2665
ENSG00000102882	MAPK3	5.3567	2666
ENSG00000079462	PAFAH1B3	5.356	2667
ENSG00000067596	DHX8	5.3556	2668
ENSG00000135070	ISCA1	5.3551	2669
ENSG00000198585	NUDT16	5.355	2670
ENSG00000153786	ZDHHC7	5.3548	2671
ENSG00000100612	DHRS7	5.3548	2672
ENSG00000117174	ZNHIT6	5.354	2673
ENSG00000102119	EMD	5.3511	2674
ENSG00000079332	SAR1A	5.3505	2675
ENSG00000140157	NIPA2	5.3503	2676
ENSG00000115350	POLE4	5.3501	2677
ENSG00000138867	GUCD1	5.3498	2678
ENSG00000161036	LRWD1	5.3497	2679
ENSG00000106638	TBL2	5.3495	2680
ENSG00000026297	RNASET2	5.3495	2681
ENSG00000086232	EIF2AK1	5.3493	2682
ENSG00000153310	CYRIB	5.3485	2683
ENSG00000125037	EMC3	5.3485	2684
ENSG00000117280	RAB29	5.348	2685
ENSG00000106290	TAF6	5.3471	2686
ENSG00000119402	FBXW2	5.3465	2687
ENSG00000148019	CEP78	5.3465	2688
ENSG00000138495	COX17	5.3463	2689
ENSG00000204899	MZT1	5.3461	2690
ENSG00000125686	MED1	5.3461	2691
ENSG00000163904	SENP2	5.3461	2692
ENSG00000117697	NSL1	5.3461	2693
ENSG00000182858	ALG12	5.345	2694
ENSG00000162174	ASRGL1	5.3433	2695
ENSG00000155363	MOV10	5.3422	2696
ENSG00000100997	ABHD12	5.3412	2697
ENSG00000020922	MRE11	5.3386	2698
ENSG00000005194	CIAPIN1	5.3365	2699
ENSG00000284194	SCO2	5.3365	2700
ENSG00000129292	PHF20L1	5.3357	2701
ENSG00000152104	PTPN14	5.3354	2702
ENSG00000119139	TJP2	5.335	2703
ENSG00000213699	SLC35F6	5.3337	2704
ENSG00000178028	DMAP1	5.3334	2705
ENSG00000156873	PHKG2	5.3331	2706
ENSG00000135476	ESPL1	5.333	2707
ENSG00000278053	DDX52	5.3322	2708
ENSG00000055609	KMT2C	5.3321	2709
ENSG00000117222	RBBP5	5.3321	2710
ENSG00000116731	PRDM2	5.3294	2711
ENSG00000166086	JAM3	5.3287	2712
ENSG00000132792	CTNNBL1	5.3287	2713
ENSG00000182054	IDH2	5.3282	2714
ENSG00000157985	AGAP1	5.328	2715
ENSG00000136381	IREB2	5.3269	2716
ENSG00000108840	HDAC5	5.3265	2717
ENSG00000141569	TRIM65	5.3248	2718
ENSG00000179364	PACS2	5.3248	2719
ENSG00000142208	AKT1	5.3246	2720
ENSG00000101391	CDK5RAP1	5.3231	2721
ENSG00000107021	TBC1D13	5.3231	2722
ENSG00000146247	PHIP	5.3221	2723
ENSG00000124193	SRSF6	5.3218	2724
ENSG00000140992	PDPK1	5.3209	2725
ENSG00000100991	TRPC4AP	5.3208	2726
ENSG00000100029	PES1	5.3204	2727
ENSG00000196233	LCOR	5.3199	2728
ENSG00000105552	BCAT2	5.3196	2729
ENSG00000135912	TTLL4	5.3195	2730
ENSG00000109881	CCDC34	5.3186	2731
ENSG00000198752	CDC42BPB	5.3184	2732
ENSG00000175467	SART1	5.3181	2733
ENSG00000104408	EIF3E	5.3179	2734
ENSG00000115073	ACTR1B	5.3179	2735
ENSG00000107175	CREB3	5.3177	2736
ENSG00000104825	NFKBIB	5.3176	2737
ENSG00000144848	ATG3	5.3168	2738
ENSG00000128228	SDF2L1	5.3161	2739
ENSG00000100393	EP300	5.3154	2740
ENSG00000223572	CKMT1A	5.3154	2741
ENSG00000188986	NELFB	5.3152	2742
ENSG00000116213	WRAP73	5.3147	2743
ENSG00000175634	RPS6KB2	5.3141	2744
ENSG00000214736	TOMM6	5.3137	2745
ENSG00000144580	CNOT9	5.3137	2746
ENSG00000103051	COG4	5.3137	2747
ENSG00000103994	ZNF106	5.3137	2748
ENSG00000108511	HOXB6	5.3127	2749
ENSG00000124098	FAM210B	5.3113	2750
ENSG00000068438	FTSJ1	5.311	2751
ENSG00000103152	MPG	5.3108	2752
ENSG00000151929	BAG3	5.3101	2753
ENSG00000205476	CCDC85C	5.3096	2754
ENSG00000082805	ERC1	5.3094	2755
ENSG00000051596	THOC3	5.309	2756
ENSG00000203667	COX20	5.3065	2757
ENSG00000196700	ZNF512B	5.3062	2758
ENSG00000008710	PKD1	5.305	2759
ENSG00000178951	ZBTB7A	5.3043	2760
ENSG00000140374	ETFA	5.304	2761
ENSG00000184486	POU3F2	5.3011	2762
ENSG00000108021	TASOR2	5.3011	2763
ENSG00000148331	ASB6	5.3011	2764
ENSG00000108439	PNPO	5.3007	2765
ENSG00000135441	BLOC1S1	5.3003	2766
ENSG00000018610	STEEP1	5.3002	2767
ENSG00000124155	PIGT	5.2998	2768
ENSG00000256537	SMIM10L1	5.2998	2769
ENSG00000126453	BCL2L12	5.2991	2770
ENSG00000115128	SF3B6	5.2983	2771
ENSG00000160439	RDH13	5.2959	2772
ENSG00000069248	NUP133	5.2958	2773
ENSG00000063978	RNF4	5.2958	2774
ENSG00000104419	NDRG1	5.2946	2775
ENSG00000100360	IFT27	5.2944	2776
ENSG00000155380	SLC16A1	5.2944	2777
ENSG00000104872	PIH1D1	5.2943	2778
ENSG00000100503	NIN	5.2942	2779
ENSG00000113552	GNPDA1	5.2919	2780
ENSG00000121057	AKAP1	5.2913	2781
ENSG00000167272	POP5	5.2911	2782
ENSG00000179094	PER1	5.2907	2783
ENSG00000141480	ARRB2	5.2905	2784
ENSG00000056097	ZFR	5.2898	2785
ENSG00000165821	SALL2	5.2893	2786
ENSG00000148498	PARD3	5.2883	2787
ENSG00000254087	LYN	5.2878	2788
ENSG00000168395	ING5	5.2876	2789
ENSG00000112739	PRP4K	5.2868	2790
ENSG00000093167	LRRFIP2	5.2861	2791
ENSG00000160991	ORAI2	5.2861	2792
ENSG00000163125	RPRD2	5.286	2793
ENSG00000183020	AP2A2	5.2858	2794
ENSG00000177731	FLII	5.2858	2795
ENSG00000088682	COQ9	5.2853	2796
ENSG00000168061	SAC3D1	5.2848	2797
ENSG00000165156	ZHX1	5.2845	2798
ENSG00000100522	GNPNAT1	5.2841	2799
ENSG00000110047	EHD1	5.2833	2800
ENSG00000168958	MFF	5.2831	2801
ENSG00000198721	ECI2	5.2831	2802
ENSG00000074201	CLNS1A	5.2831	2803
ENSG00000115944	COX7A2L	5.2831	2804
ENSG00000162980	ARL5A	5.2826	2805
ENSG00000033100	CHPF2	5.282	2806
ENSG00000139433	GLTP	5.2816	2807
ENSG00000015475	BID	5.2795	2808
ENSG00000116198	CEP104	5.2793	2809
ENSG00000001036	FUCA2	5.2789	2810
ENSG00000101346	POFUT1	5.2786	2811
ENSG00000171067	C11orf24	5.2778	2812
ENSG00000146067	FAM193B	5.2768	2813
ENSG00000204227	RING1	5.2766	2814
ENSG00000130714	POMT1	5.2763	2815
ENSG00000196227	FAM217B	5.2761	2816
ENSG00000111450	STX2	5.2758	2817
ENSG00000162368	CMPK1	5.2754	2818
ENSG00000164916	FOXK1	5.2753	2819
ENSG00000135521	LTV1	5.2745	2820
ENSG00000152465	NMT2	5.2742	2821
ENSG00000292345	ZBED1	5.2741	2822
ENSG00000163029	SMC6	5.2733	2823
ENSG00000087338	GMCL1	5.2729	2824
ENSG00000182149	IST1	5.2724	2825
ENSG00000139233	LLPH	5.2718	2826
ENSG00000130193	THEM6	5.2717	2827
ENSG00000269190	FBXO17	5.2715	2828
ENSG00000249115	HAUS5	5.2708	2829
ENSG00000166130	IKBIP	5.2692	2830
ENSG00000107438	PDLIM1	5.269	2831
ENSG00000109133	TMEM33	5.2686	2832
ENSG00000266967	AARSD1	5.2676	2833
ENSG00000179981	TSHZ1	5.2675	2834
ENSG00000143157	POGK	5.2674	2835
ENSG00000107130	NCS1	5.2665	2836
ENSG00000141349	G6PC3	5.2659	2837
ENSG00000112701	SENP6	5.2658	2838
ENSG00000169228	RAB24	5.2655	2839
ENSG00000149932	TMEM219	5.2652	2840
ENSG00000120800	UTP20	5.2641	2841
ENSG00000100697	DICER1	5.2641	2842
ENSG00000135018	UBQLN1	5.2641	2843
ENSG00000122512	PMS2	5.2641	2844
ENSG00000124784	RIOK1	5.2635	2845
ENSG00000135632	SMYD5	5.2633	2846
ENSG00000090971	NAT14	5.2627	2847
ENSG00000100796	PPP4R3A	5.2615	2848
ENSG00000126457	PRMT1	5.2613	2849
ENSG00000144579	CTDSP1	5.2609	2850
ENSG00000136003	ISCU	5.2608	2851
ENSG00000101040	ZMYND8	5.2608	2852
ENSG00000134153	EMC7	5.2605	2853
ENSG00000073050	XRCC1	5.2603	2854
ENSG00000159592	GPBP1L1	5.2583	2855
ENSG00000083312	TNPO1	5.258	2856
ENSG00000185418	TARS3	5.2573	2857
ENSG00000082153	BZW1	5.2571	2858
ENSG00000072210	ALDH3A2	5.2571	2859
ENSG00000110931	CAMKK2	5.2565	2860
ENSG00000146281	PM20D2	5.256	2861
ENSG00000032389	EIPR1	5.2556	2862
ENSG00000159322	ADPGK	5.255	2863
ENSG00000221914	PPP2R2A	5.2547	2864
ENSG00000154305	MIA3	5.2541	2865
ENSG00000110514	MADD	5.2539	2866
ENSG00000116750	UCHL5	5.2538	2867
ENSG00000181555	SETD2	5.2538	2868
ENSG00000100897	DCAF11	5.253	2869
ENSG00000003056	M6PR	5.2525	2870
ENSG00000118960	HS1BP3	5.252	2871
ENSG00000175782	SLC35E3	5.2514	2872
ENSG00000112576	CCND3	5.2511	2873
ENSG00000168101	NUDT16L1	5.2511	2874
ENSG00000110274	CEP164	5.2499	2875
ENSG00000149182	ARFGAP2	5.2496	2876
ENSG00000169371	SNUPN	5.2496	2877
ENSG00000145191	EIF2B5	5.2493	2878
ENSG00000079999	KEAP1	5.2485	2879
ENSG00000011260	UTP18	5.2483	2880
ENSG00000177628	GBA1	5.2481	2881
ENSG00000168002	POLR2G	5.2481	2882
ENSG00000146416	AIG1	5.2467	2883
ENSG00000145916	RMND5B	5.2467	2884
ENSG00000110713	NUP98	5.246	2885
ENSG00000111364	DDX55	5.2458	2886
ENSG00000184432	COPB2	5.2456	2887
ENSG00000127191	TRAF2	5.2455	2888
ENSG00000160932	LY6E	5.2444	2889
ENSG00000003249	DBNDD1	5.2424	2890
ENSG00000162062	TEDC2	5.2416	2891
ENSG00000138035	PNPT1	5.2413	2892
ENSG00000126878	AIF1L	5.2404	2893
ENSG00000134882	UBAC2	5.2403	2894
ENSG00000147065	MSN	5.24	2895
ENSG00000145293	ENOPH1	5.2381	2896
ENSG00000144136	SLC20A1	5.238	2897
ENSG00000085224	ATRX	5.238	2898
ENSG00000037474	NSUN2	5.2378	2899
ENSG00000008083	JARID2	5.2377	2900
ENSG00000153006	SREK1IP1	5.2371	2901
ENSG00000167508	MVD	5.2368	2902
ENSG00000170906	NDUFA3	5.2366	2903
ENSG00000197894	ADH5	5.2355	2904
ENSG00000204856	FAM216A	5.2355	2905
ENSG00000116747	RO60	5.2344	2906
ENSG00000173153	ESRRA	5.2342	2907
ENSG00000005448	WDR54	5.2341	2908
ENSG00000184470	TXNRD2	5.2336	2909
ENSG00000145817	YIPF5	5.2335	2910
ENSG00000105171	POP4	5.2335	2911
ENSG00000204386	NEU1	5.2329	2912
ENSG00000169972	PUSL1	5.2327	2913
ENSG00000112308	C6orf62	5.2327	2914
ENSG00000170633	RNF34	5.2317	2915
ENSG00000135698	MPHOSPH6	5.2314	2916
ENSG00000118482	PHF3	5.2285	2917
ENSG00000157500	APPL1	5.2285	2918
ENSG00000073008	PVR	5.2281	2919
ENSG00000100263	RHBDD3	5.228	2920
ENSG00000011376	LARS2	5.2275	2921
ENSG00000153574	RPIA	5.2249	2922
ENSG00000178980	SELENOW	5.2238	2923
ENSG00000130724	CHMP2A	5.2238	2924
ENSG00000137822	TUBGCP4	5.2235	2925
ENSG00000153560	UBP1	5.2235	2926
ENSG00000126391	FRMD8	5.2232	2927
ENSG00000185475	TMEM179B	5.2232	2928
ENSG00000149658	YTHDF1	5.2225	2929
ENSG00000124588	NQO2	5.2217	2930
ENSG00000077044	DGKD	5.2208	2931
ENSG00000115042	FAHD2A	5.2206	2932
ENSG00000258315	C17orf49	5.2202	2933
ENSG00000141560	FN3KRP	5.2202	2934
ENSG00000160613	PCSK7	5.2199	2935
ENSG00000067369	TP53BP1	5.2196	2936
ENSG00000128059	PPAT	5.2196	2937
ENSG00000113569	NUP155	5.2195	2938
ENSG00000164609	SLU7	5.2194	2939
ENSG00000177225	GATD1	5.2193	2940
ENSG00000114904	NEK4	5.219	2941
ENSG00000159363	ATP13A2	5.2184	2942
ENSG00000161888	SPC24	5.2178	2943
ENSG00000112679	DUSP22	5.2169	2944
ENSG00000185800	DMWD	5.215	2945
ENSG00000189046	ALKBH2	5.2132	2946
ENSG00000145901	TNIP1	5.2129	2947
ENSG00000143878	RHOB	5.2127	2948
ENSG00000141576	RNF157	5.2121	2949
ENSG00000162642	C1orf52	5.2106	2950
ENSG00000159202	UBE2Z	5.2106	2951
ENSG00000165684	SNAPC4	5.21	2952
ENSG00000178234	GALNT11	5.21	2953
ENSG00000111530	CAND1	5.2097	2954
ENSG00000155959	VBP1	5.2094	2955
ENSG00000177169	ULK1	5.209	2956
ENSG00000046651	OFD1	5.2079	2957
ENSG00000170296	GABARAP	5.2059	2958
ENSG00000143256	PFDN2	5.2051	2959
ENSG00000145555	MYO10	5.205	2960
ENSG00000108433	GOSR2	5.2049	2961
ENSG00000166228	PCBD1	5.2045	2962
ENSG00000120889	TNFRSF10B	5.2038	2963
ENSG00000151923	TIAL1	5.2038	2964
ENSG00000142166	IFNAR1	5.2038	2965
ENSG00000153048	CARHSP1	5.2035	2966
ENSG00000167130	DOLPP1	5.2034	2967
ENSG00000175470	PPP2R2D	5.2033	2968
ENSG00000117408	IPO13	5.202	2969
ENSG00000104388	RAB2A	5.2018	2970
ENSG00000183762	KREMEN1	5.2009	2971
ENSG00000109180	OCIAD1	5.2008	2972
ENSG00000132485	ZRANB2	5.2007	2973
ENSG00000076685	NT5C2	5.2006	2974
ENSG00000108578	BLMH	5.2005	2975
ENSG00000175274	TP53I11	5.1998	2976
ENSG00000171475	WIPF2	5.1996	2977
ENSG00000085998	POMGNT1	5.1995	2978
ENSG00000204272	NBDY	5.1995	2979
ENSG00000111266	DUSP16	5.1995	2980
ENSG00000164167	LSM6	5.1993	2981
ENSG00000116667	C1orf21	5.1981	2982
ENSG00000173894	CBX2	5.1979	2983
ENSG00000170791	CHCHD7	5.197	2984
ENSG00000164944	VIRMA	5.1969	2985
ENSG00000108587	GOSR1	5.1969	2986
ENSG00000277258	PCGF2	5.1966	2987
ENSG00000140545	MFGE8	5.1965	2988
ENSG00000160917	CPSF4	5.1956	2989
ENSG00000205629	LCMT1	5.1942	2990
ENSG00000122490	SLC66A2	5.193	2991
ENSG00000041357	PSMA4	5.1929	2992
ENSG00000105248	YJU2	5.1919	2993
ENSG00000082458	DLG3	5.1918	2994
ENSG00000006453	BAIAP2L1	5.1915	2995
ENSG00000163655	GMPS	5.191	2996
ENSG00000174371	EXO1	5.191	2997
ENSG00000132463	GRSF1	5.191	2998
ENSG00000104267	CA2	5.191	2999
ENSG00000101084	RAB5IF	5.191	3000
ENSG00000128595	CALU	5.191	3001
ENSG00000147601	TERF1	5.191	3002
ENSG00000112977	DAP	5.1908	3003
ENSG00000182871	COL18A1	5.1897	3004
ENSG00000197324	LRP10	5.1897	3005
ENSG00000145604	SKP2	5.189	3006
ENSG00000106605	BLVRA	5.1885	3007
ENSG00000134905	CARS2	5.1871	3008
ENSG00000140577	CRTC3	5.187	3009
ENSG00000143515	ATP8B2	5.1869	3010
ENSG00000059145	UNKL	5.1868	3011
ENSG00000087263	OGFOD1	5.1868	3012
ENSG00000198168	SVIP	5.1858	3013
ENSG00000244509	APOBEC3C	5.1858	3014
ENSG00000173465	ZNRD2	5.1858	3015
ENSG00000273559	CWC25	5.1857	3016
ENSG00000133997	MED6	5.1854	3017
ENSG00000166503	HDGFL3	5.1854	3018
ENSG00000113328	CCNG1	5.1854	3019
ENSG00000151461	UPF2	5.1851	3020
ENSG00000185813	PCYT2	5.1846	3021
ENSG00000124356	STAMBP	5.1827	3022
ENSG00000144647	POMGNT2	5.1827	3023
ENSG00000164109	MAD2L1	5.1827	3024
ENSG00000001631	KRIT1	5.1827	3025
ENSG00000114982	KANSL3	5.1827	3026
ENSG00000148730	EIF4EBP2	5.1827	3027
ENSG00000157851	DPYSL5	5.1818	3028
ENSG00000109065	NAT9	5.1817	3029
ENSG00000186432	KPNA4	5.179	3030
ENSG00000182606	TRAK1	5.179	3031
ENSG00000085719	CPNE3	5.1789	3032
ENSG00000198162	MAN1A2	5.1782	3033
ENSG00000126870	DYNC2I1	5.1768	3034
ENSG00000122033	MTIF3	5.175	3035
ENSG00000129625	REEP5	5.1745	3036
ENSG00000145782	ATG12	5.1745	3037
ENSG00000130707	ASS1	5.174	3038
ENSG00000103111	MON1B	5.1737	3039
ENSG00000196588	MRTFA	5.1729	3040
ENSG00000198000	NOL8	5.1713	3041
ENSG00000102977	ACD	5.1697	3042
ENSG00000108100	CCNY	5.1694	3043
ENSG00000142599	RERE	5.169	3044
ENSG00000170854	RIOX2	5.168	3045
ENSG00000064601	CTSA	5.1675	3046
ENSG00000105771	SMG9	5.1675	3047
ENSG00000168476	REEP4	5.1672	3048
ENSG00000090686	USP48	5.167	3049
ENSG00000127527	EPS15L1	5.1669	3050
ENSG00000165006	UBAP1	5.1657	3051
ENSG00000152147	GEMIN6	5.1657	3052
ENSG00000178105	DDX10	5.1649	3053
ENSG00000228300	FAM174C	5.1645	3054
ENSG00000175550	DRAP1	5.1643	3055
ENSG00000198176	TFDP1	5.1638	3056
ENSG00000085999	RAD54L	5.1634	3057
ENSG00000165819	METTL3	5.1631	3058
ENSG00000177971	IMP3	5.1631	3059
ENSG00000164292	RHOBTB3	5.1631	3060
ENSG00000165672	PRDX3	5.1631	3061
ENSG00000136444	RSAD1	5.163	3062
ENSG00000020129	NCDN	5.1625	3063
ENSG00000125741	OPA3	5.1615	3064
ENSG00000183723	CMTM4	5.1614	3065
ENSG00000272333	KMT2B	5.1607	3066
ENSG00000198858	R3HDM4	5.1606	3067
ENSG00000006530	AGK	5.1606	3068
ENSG00000149115	TNKS1BP1	5.1606	3069
ENSG00000285437	POLR2J3	5.1583	3070
ENSG00000172057	ORMDL3	5.1583	3071
ENSG00000103485	QPRT	5.1582	3072
ENSG00000141756	FKBP10	5.158	3073
ENSG00000151748	SAV1	5.1562	3074
ENSG00000123992	DNPEP	5.1562	3075
ENSG00000148484	RSU1	5.1562	3076
ENSG00000125454	SLC25A19	5.1562	3077
ENSG00000102804	TSC22D1	5.1562	3078
ENSG00000185344	ATP6V0A2	5.1544	3079
ENSG00000125821	DTD1	5.1541	3080
ENSG00000160993	ALKBH4	5.1538	3081
ENSG00000148719	DNAJB12	5.1533	3082
ENSG00000169641	LUZP1	5.1508	3083
ENSG00000164830	OXR1	5.1503	3084
ENSG00000104356	POP1	5.1487	3085
ENSG00000114739	ACVR2B	5.1485	3086
ENSG00000143093	STRIP1	5.1484	3087
ENSG00000188493	ACTMAP	5.1479	3088
ENSG00000184047	DIABLO	5.1479	3089
ENSG00000185721	DRG1	5.1479	3090
ENSG00000119718	EIF2B2	5.1479	3091
ENSG00000165271	NOL6	5.1476	3092
ENSG00000204469	PRRC2A	5.1474	3093
ENSG00000134452	FBH1	5.147	3094
ENSG00000154144	TBRG1	5.1469	3095
ENSG00000188895	MSL1	5.1454	3096
ENSG00000092445	TYRO3	5.1442	3097
ENSG00000106635	BCL7B	5.1441	3098
ENSG00000006194	ZNF263	5.1438	3099
ENSG00000198707	CEP290	5.1435	3100
ENSG00000163348	PYGO2	5.1435	3101
ENSG00000070785	EIF2B3	5.142	3102
ENSG00000155229	MMS19	5.142	3103
ENSG00000091640	SPAG7	5.1418	3104
ENSG00000102401	ARMCX3	5.1411	3105
ENSG00000068394	GPKOW	5.1411	3106
ENSG00000131323	TRAF3	5.1408	3107
ENSG00000122085	MTERF4	5.1408	3108
ENSG00000141699	RETREG3	5.1394	3109
ENSG00000135108	FBXO21	5.1389	3110
ENSG00000181873	IBA57	5.1382	3111
ENSG00000132254	ARFIP2	5.138	3112
ENSG00000083444	PLOD1	5.1371	3113
ENSG00000161904	LEMD2	5.137	3114
ENSG00000185883	ATP6V0C	5.1363	3115
ENSG00000123737	EXOSC9	5.1346	3116
ENSG00000127314	RAP1B	5.1344	3117
ENSG00000214753	HNRNPUL2	5.1341	3118
ENSG00000105705	SUGP1	5.1337	3119
ENSG00000123395	ATG101	5.1337	3120
ENSG00000164077	MON1A	5.1336	3121
ENSG00000104884	ERCC2	5.1336	3122
ENSG00000095787	WAC	5.1324	3123
ENSG00000213015	ZNF580	5.1316	3124
ENSG00000116212	LRRC42	5.1312	3125
ENSG00000213983	AP1G2	5.1309	3126
ENSG00000066117	SMARCD1	5.1305	3127
ENSG00000063244	U2AF2	5.1304	3128
ENSG00000137574	TGS1	5.13	3129
ENSG00000113269	RNF130	5.13	3130
ENSG00000181929	PRKAG1	5.1291	3131
ENSG00000025796	SEC63	5.1282	3132
ENSG00000161542	PRPSAP1	5.1282	3133
ENSG00000168894	RNF181	5.1282	3134
ENSG00000167378	IRGQ	5.1279	3135
ENSG00000103037	SETD6	5.1278	3136
ENSG00000133789	SWAP70	5.1266	3137
ENSG00000157349	DDX19B	5.1265	3138
ENSG00000162441	LZIC	5.1253	3139
ENSG00000155034	FBXL18	5.1251	3140
ENSG00000108384	RAD51C	5.125	3141
ENSG00000198363	ASPH	5.1246	3142
ENSG00000141582	CBX4	5.1227	3143
ENSG00000169188	APEX2	5.1209	3144
ENSG00000135801	TAF5L	5.1204	3145
ENSG00000141448	GATA6	5.1203	3146
ENSG00000052723	SIKE1	5.1199	3147
ENSG00000135047	CTSL	5.1198	3148
ENSG00000102125	TAFAZZIN	5.1197	3149
ENSG00000112167	SAYSD1	5.1195	3150
ENSG00000184508	HDDC3	5.1195	3151
ENSG00000110583	NAA40	5.1191	3152
ENSG00000169609	C15orf40	5.1189	3153
ENSG00000137161	CNPY3	5.1188	3154
ENSG00000284024	MSANTD7	5.1187	3155
ENSG00000138092	CENPO	5.1187	3156
ENSG00000162402	USP24	5.1187	3157
ENSG00000124783	SSR1	5.1187	3158
ENSG00000128989	ARPP19	5.1187	3159
ENSG00000237190	CDKN2AIPNL	5.1187	3160
ENSG00000103512	NOMO1	5.1184	3161
ENSG00000168488	ATXN2L	5.1182	3162
ENSG00000171222	SCAND1	5.1174	3163
ENSG00000177674	AGTRAP	5.1171	3164
ENSG00000106397	PLOD3	5.1166	3165
ENSG00000149196	HIKESHI	5.1165	3166
ENSG00000131748	STARD3	5.1165	3167
ENSG00000130779	CLIP1	5.1158	3168
ENSG00000254505	CHMP4A	5.1155	3169
ENSG00000151327	FAM177A1	5.1152	3170
ENSG00000166326	TRIM44	5.1142	3171
ENSG00000125503	PPP1R12C	5.1141	3172
ENSG00000183172	SMDT1	5.114	3173
ENSG00000006607	FARP2	5.1136	3174
ENSG00000090470	PDCD7	5.1129	3175
ENSG00000179335	CLK3	5.1126	3176
ENSG00000128944	KNSTRN	5.1125	3177
ENSG00000196943	NOP9	5.1123	3178
ENSG00000145391	SETD7	5.1121	3179
ENSG00000116096	SPR	5.1119	3180
ENSG00000121716	PILRB	5.1118	3181
ENSG00000136986	DERL1	5.1117	3182
ENSG00000130695	CEP85	5.1107	3183
ENSG00000011485	PPP5C	5.1105	3184
ENSG00000205060	SLC35B4	5.1104	3185
ENSG00000130830	MPP1	5.1104	3186
ENSG00000153066	TXNDC11	5.1092	3187
ENSG00000163870	TPRA1	5.1092	3188
ENSG00000132773	TOE1	5.1082	3189
ENSG00000160256	SLX9	5.1079	3190
ENSG00000084093	REST	5.1078	3191
ENSG00000065883	CDK13	5.1072	3192
ENSG00000116584	ARHGEF2	5.1072	3193
ENSG00000135720	DYNC1LI2	5.1066	3194
ENSG00000153561	RMND5A	5.1059	3195
