chrom	intron_start_0based	intron_end	strand
6	36595020	36596760	+
6	36596275	36596760	+
6	36596790	36596925	+
6	36596795	36598872	+
6	36596795	36601707	+
6	36596795	36601982	+
6	36596805	36601970	+
6	36596805	36602184	+
6	36596948	36601707	+
6	36596968	36597556	+
6	36596968	36598404	+
6	36596968	36598408	+
6	36596968	36598428	+
6	36596968	36598826	+
6	36596968	36598848	+
6	36596968	36598872	+
6	36596968	36599820	+
6	36596968	36601151	+
6	36596968	36601707	+
6	36597316	36597905	+
6	36597679	36598848	+
6	36598526	36598848	+
6	36598881	36601970	+
6	36598889	36598946	+
6	36598964	36601707	+
6	36598983	36599820	+
6	36598983	36599822	+
6	36598983	36599865	+
6	36598983	36599869	+
6	36598983	36600111	+
6	36598983	36600114	+
6	36598983	36601151	+
6	36598983	36601160	+
6	36598983	36601707	+
6	36598983	36602508	+
6	36599009	36599820	+
6	36599009	36601151	+
6	36599015	36602148	+
6	36599042	36599820	+
6	36599042	36601707	+
6	36599628	36599820	+
6	36599918	36599943	+
6	36600276	36601042	+
6	36600276	36601151	+
6	36600276	36601707	+
6	36600382	36601151	+
6	36600382	36601707	+
6	36601190	36601391	+
6	36601190	36601707	+
6	36601190	36601719	+
6	36601190	36601961	+
6	36601190	36601970	+
6	36601707	36601785	+
6	36601743	36601785	+
6	36601785	36601961	+
6	36601785	36601970	+
6	36601790	36601961	+
6	36601794	36601906	+
6	36601794	36601961	+
6	36601794	36601970	+
6	36601794	36603092	+
6	36601999	36605393	+
6	36602041	36602138	+
6	36602041	36603092	+
6	36602041	36605128	+
6	36602065	36602548	+
6	36602184	36602510	+
6	36602184	36603012	+
6	36602184	36603347	+
6	36602200	36602670	+
6	36602203	36602665	+
6	36602475	36602510	+
6	36603173	36605128	+
6	36603379	36605262	+
6	36605252	36605387	+
7	143268898	143269005	-
7	143268943	143269178	+
7	143268943	143269271	+
7	143268943	143269291	+
7	143268943	143269315	+
7	143268943	143269321	+
7	143268943	143269979	+
7	143270361	143270898	-
7	143270403	143270940	-
7	143280047	143284551	+
7	143280047	143285940	+
7	143280047	143286423	+
7	143284626	143285344	+
7	143284626	143285347	+
7	143284626	143285940	+
7	143284974	143285344	+
7	143284974	143285347	+
7	143284974	143285940	+
7	143284974	143286423	+
7	143284998	143285344	+
7	143284998	143285347	+
7	143284998	143285940	+
7	143284998	143286155	+
7	143284998	143286423	+
7	143285445	143285553	+
7	143285445	143285940	+
7	143285445	143285943	+
7	143285445	143286155	+
7	143285445	143286423	+
7	143285640	143286423	+
7	143285838	143285976	-
7	143285838	143287042	-
7	143286171	143286545	-
7	143286187	143286536	-
7	143286202	143286423	+
7	143286975	143287153	+
7	143286975	143287379	+
7	143288529	143288806	+
7	143288529	143289052	+
7	143288529	143289507	+
7	143288529	143291539	+
7	143288529	143292299	+
7	143288529	143305518	+
7	143289656	143291539	+
7	143290155	143290658	+
7	143291690	143292299	+
7	143291690	143292616	+
7	143291690	143294229	+
7	143291690	143300281	+
7	143291690	143305242	+
7	143292055	143295305	+
7	143292381	143294279	+
7	143292467	143292616	+
7	143292467	143294229	+
7	143292698	143293146	+
7	143292698	143293554	+
7	143292698	143294229	+
7	143292698	143294596	+
7	143292698	143294706	+
7	143292698	143299922	+
7	143293270	143294229	+
7	143293652	143294229	+
7	143294324	143294596	+
7	143294324	143299922	+
7	143294773	143295751	+
7	143294773	143299922	+
7	143294773	143300203	+
7	143294782	143299922	+
7	143294876	143299922	+
7	143300051	143300203	+
7	143300281	143305242	+
7	143300294	143300379	+
7	143300294	143302013	+
7	143300294	143302668	+
7	143300294	143303783	+
7	143300440	143302013	+
7	143300440	143302668	+
7	143300440	143303641	+
7	143300440	143303783	+
7	143302091	143302668	+
7	143302177	143302668	+
7	143302869	143303783	+
7	143303694	143303783	+
7	143303933	143304673	+
7	143303933	143304939	+
7	143304783	143304939	+
7	143305121	143305518	+
7	143306399	143306773	+
7	143306534	143306773	+
7	143316392	143319754	+
7	143319875	143320663	+
7	143320795	143321364	+
7	143321493	143321714	+
7	143321848	143323308	+
7	143323386	143323572	+
7	143323386	143323818	+
7	143323386	143324410	+
7	143323386	143324413	+
7	143323897	143324413	+
8	144772627	144782294	-
8	144774166	144774503	-
8	144774605	144774999	-
8	144774605	144776870	-
8	144774605	144777457	-
8	144774605	144778037	-
8	144774605	144778438	-
8	144774605	144780227	-
8	144774605	144780231	-
8	144774605	144787278	-
8	144776904	144777457	-
8	144777571	144778037	-
8	144777577	144778037	-
8	144778164	144778438	-
8	144778164	144780227	-
8	144778210	144778438	-
8	144778525	144780227	-
8	144778525	144780231	-
8	144778525	144785833	-
8	144778525	144787278	-
8	144780280	144780874	-
8	144780280	144781826	-
8	144780280	144784324	-
8	144780280	144785298	-
8	144780280	144785724	-
8	144780280	144785833	-
8	144780280	144787278	-
8	144780527	144782364	-
8	144780569	144781967	-
8	144780569	144782105	-
8	144780959	144787278	-
8	144780963	144787278	-
8	144780965	144781826	-
8	144780965	144785724	-
8	144780965	144785833	-
8	144780965	144787109	-
8	144780965	144787278	-
8	144781873	144784324	-
8	144781873	144785724	-
8	144781873	144785833	-
8	144781873	144787278	-
8	144784034	144784632	-
8	144785457	144787278	-
8	144785799	144787109	-
8	144785799	144787278	-
8	144789815	144791307	-
8	144789818	144791334	-
8	144789827	144790354	-
8	144789827	144790399	-
8	144789827	144790426	-
8	144789827	144791872	-
8	144789844	144789923	-
8	144789874	144790350	-
8	144789874	144791307	-
8	144789874	144791370	-
8	144789874	144791447	-
8	144789874	144791772	-
8	144789874	144791795	-
8	144789874	144791872	-
8	144789897	144791307	-
8	144789914	144790399	-
8	144789914	144790426	-
8	144789914	144791772	-
8	144789914	144791991	-
8	144789926	144791991	-
8	144789940	144790366	-
8	144789940	144790368	-
8	144789940	144791283	-
8	144789940	144791408	-
8	144789940	144791784	-
8	144789940	144792022	-
8	144789953	144790354	-
8	144789953	144791437	-
8	144789962	144790180	-
8	144789962	144790354	-
8	144789962	144790366	-
8	144789962	144790375	-
8	144789962	144791276	-
8	144789962	144791789	-
8	144789962	144791997	-
8	144789982	144790354	-
8	144790264	144790354	-
8	144790276	144790354	-
8	144790391	144791307	-
8	144790391	144791437	-
8	144790391	144791789	-
8	144790393	144791408	-
8	144790399	144790426	-
8	144790399	144791307	-
8	144790399	144791391	-
8	144790399	144791405	-
8	144790399	144791781	-
8	144790399	144792002	-
8	144790426	144791276	-
8	144790426	144791307	-
8	144790426	144791401	-
8	144790426	144791435	-
8	144790426	144791781	-
8	144790426	144791789	-
8	144790426	144791849	-
8	144790426	144791869	-
8	144790426	144791982	-
8	144790455	144791276	-
8	144790455	144791307	-
8	144790455	144791334	-
8	144790455	144791336	-
8	144790455	144791408	-
8	144790455	144791437	-
8	144790455	144791439	-
8	144790455	144791872	-
8	144790455	144792113	-
8	144790470	144790677	-
8	144790470	144790927	-
8	144790470	144791276	-
8	144790470	144791280	-
8	144790470	144791307	-
8	144790470	144791336	-
8	144790470	144791439	-
8	144790470	144791772	-
8	144790470	144791791	-
8	144790470	144792365	-
8	144790488	144791276	-
8	144790488	144791283	-
8	144790537	144791276	-
8	144790698	144791276	-
8	144790763	144791276	-
8	144791101	144791276	-
8	144791307	144791370	-
8	144791307	144791439	-
8	144791307	144791447	-
8	144791307	144791849	-
8	144791307	144791872	-
8	144791307	144791991	-
8	144791307	144792062	-
8	144791310	144791437	-
8	144791310	144791872	-
8	144791310	144791991	-
8	144791328	144791370	-
8	144791328	144791437	-
8	144791328	144791772	-
8	144791328	144791791	-
8	144791340	144791397	-
8	144791340	144791447	-
8	144791340	144791772	-
8	144791343	144791872	-
8	144791343	144791991	-
8	144791343	144792120	-
8	144791349	144791397	-
8	144791349	144791781	-
8	144791349	144791799	-
8	144791379	144791824	-
8	144791384	144791828	-
8	144791400	144791789	-
8	144791400	144791869	-
8	144791400	144791872	-
8	144791411	144791878	-
8	144791418	144791772	-
8	144791418	144792072	-
8	144791424	144791869	-
8	144791424	144792072	-
8	144791448	144791799	-
8	144791490	144791772	-
8	144791490	144791791	-
8	144791490	144791872	-
8	144791490	144791991	-
8	144791495	144791628	-
8	144791495	144791664	-
8	144791495	144791772	-
8	144791495	144791789	-
8	144791495	144791795	-
8	144791495	144791828	-
8	144791495	144791872	-
8	144791495	144791991	-
8	144791495	144792244	-
8	144791495	144792365	-
8	144791673	144791772	-
8	144791677	144791772	-
8	144791812	144791849	-
8	144791812	144791872	-
8	144791812	144791991	-
8	144791830	144791869	-
8	144791872	144791991	-
8	144791872	144791997	-
8	144791872	144792036	-
8	144791872	144792072	-
8	144791872	144792113	-
8	144791914	144791991	-
8	144791914	144791997	-
8	144791914	144792244	-
8	144791914	144792365	-
8	144792056	144792085	-
8	144792056	144792379	-
8	144792066	144792365	-
8	144792103	144792310	-
8	144792105	144792244	-
8	144792105	144792265	-
8	144792105	144792365	-
8	144792140	144792234	-
8	144792140	144792244	-
8	144792140	144792265	-
8	144792140	144792310	-
8	144792140	144792361	-
8	144792140	144792365	-
8	144792140	144792373	-
8	144792150	144792365	-
8	144792758	144792860	+
8	144798937	144800855	+
8	144798937	144802869	+
8	144798937	144802902	+
8	144799503	144800855	+
8	144799503	144802869	+
8	144800972	144802869	+
8	144802947	144803640	+
8	144802947	144804124	+
8	144802947	144804145	+
8	144803767	144804124	+
8	144803767	144804145	+
8	144804238	144804555	+
8	144804238	144805806	+
8	144804238	144806963	+
8	144804238	144807190	+
8	144804238	144810105	+
8	144804238	144810107	+
8	144806963	144807153	+
8	144806977	144810036	+
8	144807818	144808223	+
8	144808486	144809217	+
8	144808486	144810105	+
8	144808827	144809321	+
8	144809009	144809309	+
8	144810162	144810791	+
8	144810162	144810809	+
8	144810267	144810791	+
8	144810267	144810809	+
8	144810267	144810843	+
